,id,artist,artist_standardized,featured,album,track,time,explicit,year,yearly_rank,source,ch,x40,x10,pk,high,date_entered,date_peaked,latency_to_peak,yearly_rank_percentile,yearly_rank_categorical,ch_categorical,song_x,slope_list,date,song_y,before,after,percent_change,raw_change,breakthrough_10year,breakthrough_5year,artist_underscore,b4,b3,b2,b1,a0,a1,a2,a3,a4,youtube_slope,x1st_week,train
3979,8882,Craig Morgan,Craig Morgan,,That's Why,This Ain't Nothin',242,0,2010,403,h,13,0,0,1,83,7/3/2010,9/18/2010 0:00,77,0.83436853,4,1,This Ain't Nothin',-0.142857143,7/4/2010,This Ain't Nothin',460,368,0.8,-92,1,1,craig_morgan,61,57,70,58,58,70,68,72,68,-0.5,97,TRUE
3988,26460,Matisyahu,Matisyahu,,Light,One Day,207,0,2010,412,h,6,0,0,1,85,3/13/2010,4/10/2010 0:00,28,0.85300207,4,1,One Day,0.428571429,3/14/2010,One Day,12610,15607,1.237668517,2997,0,1,matisyahu,66,80,91,87,89,93,95,100,86,5.3,90,TRUE
3998,37838,Trace Adkins,Trace Adkins,,Cowboy's Back In Town (Deluxe Version),This Ain't No Love Song,200,0,2010,422,h,6,0,0,1,88,10/30/2010,11/6/2010 0:00,7,0.873706004,4,1,This Ain't No Love Song,-1.714285714,10/31/2010,This Ain't No Love Song,6879,6642,0.965547318,-237,0,1,trace_adkins,46,43,48,47,45,49,49,55,40,0.2,100,FALSE
4004,1789,Antoine Dodson,Antoine Dodson,& The Gregory Brothers Featuring Kelly Dodson,s,Bed Intruder Song,185,0,2010,428,h,3,0,0,1,89,8/28/2010,8/28/2010 0:00,0,0.886128364,4,0,Bed Intruder Song,0.214285714,8/29/2010,Bed Intruder Song,1,26913,26913,26912,1,1,antoine_dodson,3,82,88,74,100,99,84,64,59,18.6,89,TRUE
4009,27713,My Darkest Days,My Darkest Days,Featuring Zakk Wylde,My Darkest Days,Porn Star Dancing,198,0,2010,433,h,7,0,0,2,90,11/6/2010,11/6/2010 0:00,0,0.896480331,4,1,Porn Star Dancing,1.142857143,11/7/2010,Porn Star Dancing,7970,8676,1.088582183,706,0,1,my_darkest_days,47,31,46,56,62,69,67,59,66,5.5,90,TRUE
4010,7839,Chiddy Bang,Chiddy Bang,,Opposite Of Adults - EP,Opposite Of Adults,195,0,2010,434,h,2,0,0,1,90,7/31/2010,7/31/2010 0:00,0,0.898550725,4,0,Opposite Of Adults,0.05952381,8/1/2010,Opposite Of Adults,8484,16429,1.936468647,7945,1,1,chiddy_bang,23,24,32,37,31,34,29,27,28,2.9,90,FALSE
4020,36789,The-Dream,The-Dream,,s,Love King,302,1,2010,443,h,3,0,0,1,92,4/3/2010,4/3/2010 0:00,0,0.917184265,4,0,Love King,0.171428571,4/4/2010,Love King,21035,26311,1.250820062,5276,1,1,the-dream,17,17,17,20,33,46,59,52,54,3.5,92,TRUE
4029,19531,Jaheim,Jaheim,,Another Round,Ain't Leavin Without You,200,0,2010,451,h,4,0,0,1,93,2/13/2010,2/27/2010 0:00,14,0.933747412,4,1,Ain't Leavin Without You,0.571428571,2/14/2010,Ain't Leavin Without You,5107,9396,1.839827687,4289,1,1,jaheim,46,55,58,73,90,81,74,72,64,10.6,96,FALSE
4039,13066,Erykah Badu,Erykah Badu,,"New Amerykah, Pt. 2: Return Of The Ankh",Window Seat,289,0,2010,461,h,3,0,0,1,95,4/17/2010,4/17/2010 0:00,0,0.954451346,4,0,Window Seat,0.714285714,4/18/2010,Window Seat,15465,35145,2.272550921,19680,1,1,erykah_badu,4,6,100,39,20,13,11,14,11,6.5,95,TRUE
4047,37119,Toby Keith,Toby Keith,,s,Trailerhood,174,0,2010,469,h,4,0,0,2,97,9/11/2010,9/11/2010 0:00,0,0.971014493,4,1,Trailerhood,0,9/12/2010,Trailerhood,13483,12155,0.9015056,-1328,1,1,toby_keith,26,26,26,26,27,24,21,23,25,0.2,97,FALSE
4048,22991,Kellie Pickler,Kellie Pickler,,Kellie Pickler (Deluxe Version),Didn't You Know How Much I Loved You,285,0,2010,470,h,2,0,0,1,97,2/27/2010,3/13/2010 0:00,14,0.973084886,4,0,Didn't You Know How Much I Loved You,-0.142857143,2/28/2010,Didn't You Know How Much I Loved You,13012,9350,0.718567476,-3662,0,0,kellie_pickler,34,33,35,41,32,33,30,27,33,0.4,99,TRUE
4052,20232,Jennifer Hudson,Jennifer Hudson,Featuring The Roots,Hope For Haiti,Let It Be,233,0,2010,474,h,1,0,0,1,98,2/13/2010,2/13/2010 0:00,0,0.98136646,4,0,Let It Be,1,3/14/2010,Let It Be,31050,25808,0.831175523,-5242,0,1,jennifer_hudson,6,11,11,15,11,12,9,8,10,1.4,98,TRUE
4053,20232,Jennifer Hudson,Jennifer Hudson,Featuring The Roots,Hope For Haiti,Let It Be,233,0,2010,474,h,1,0,0,1,98,2/13/2010,2/13/2010 0:00,0,0.98136646,4,0,Let It Be,1,2/14/2010,Let It Be,15250,22817,1.496196721,7567,1,1,jennifer_hudson,6,11,11,15,11,12,9,8,10,1.4,98,TRUE
4054,20232,Jennifer Hudson,Jennifer Hudson,Featuring The Roots,Hope For Haiti,Let It Be,233,0,2010,474,h,1,0,0,1,98,2/13/2010,2/13/2010 0:00,0,0.98136646,4,0,Let It Be,1,12/30/2012,Let It Be,1879,1441,0.766897286,-438,1,1,jennifer_hudson,6,11,11,15,11,12,9,8,10,1.4,98,TRUE
4066,569,Adele,Adele,,21,Rolling In The Deep,228,0,2011,2,h,65,53,20,7,1,12/25/2010,5/21/2011 0:00,147,0.004140787,0,3,Rolling In The Deep,0.828571429,12/26/2010,Rolling In The Deep,6285,5032,0.800636436,-1253,1,1,adele,1,2,3,3,2,2,3,3,4,0.3,68,TRUE
4067,569,Adele,Adele,,21,Rolling In The Deep,228,0,2011,2,h,65,53,20,7,1,12/25/2010,5/21/2011 0:00,147,0.004140787,0,3,Rolling In The Deep,8.714285714,12/26/2010,Rolling In The Deep,6285,5032,0.800636436,-1253,1,1,adele,1,2,3,3,2,2,3,3,4,0.3,68,TRUE
4068,24964,LMFAO,LMFAO,Featuring Lauren Bennett & GoonRock,s,Party Rock Anthem,263,0,2011,3,h,68,52,29,6,1,2/12/2011,7/16/2011 0:00,154,0.00621118,0,3,Party Rock Anthem,0.158730159,2/13/2011,Party Rock Anthem,3136,2864,0.913265306,-272,0,1,lmfao,7,7,8,8,7,7,6,7,8,0.1,78,FALSE
4084,39582,Wiz Khalifa,Wiz Khalifa,,Rolling Papers (Deluxe Version),Black And Yellow,216,0,2011,12,h,25,21,9,1,1,10/2/2010,2/19/2011 0:00,140,0.02484472,0,3,Black And Yellow,-1.285714286,10/3/2010,Black And Yellow,50314,67021,1.332054697,16707,0,1,wiz_khalifa,16,19,18,19,18,19,25,28,30,0.4,100,FALSE
4088,14083,Foster The People,Foster The People,,Foster The People - EP,Pumped Up Kicks,238,0,2011,16,h,40,27,14,8,3,5/14/2011,9/10/2011 0:00,119,0.033126294,0,3,Pumped Up Kicks,-1.142857143,5/15/2011,Pumped Up Kicks,12817,21176,1.652180698,8359,1,1,foster_the_people,6,8,10,9,11,13,16,16,17,1.1,96,FALSE
4093,23673,Lady Gaga,Lady Gaga,,Born This Way,The Edge Of Glory,320,0,2011,21,h,24,22,11,1,3,5/28/2011,5/28/2011 0:00,0,0.043478261,0,3,The Edge Of Glory,2.285714286,5/29/2011,The Edge Of Glory,369426,896376,2.42640204,526950,1,1,lady_gaga,33,40,46,42,54,41,35,36,36,4.4,3,FALSE
4098,17241,Gym Class Heroes,Gym Class Heroes,Featuring Adam Levine,s,Stereo Hearts,211,0,2011,25,h,37,30,15,1,4,7/2/2011,10/15/2011 0:00,105,0.051759834,0,3,Stereo Hearts,0.285714286,7/3/2011,Stereo Hearts,7871,13915,1.767882099,6044,0,1,gym_class_heroes,4,7,11,14,15,16,17,20,26,2.9,85,TRUE
4102,2730,Bad Meets Evil,Bad Meets Evil,Featuring Bruno Mars,Hell: The Sequel,Lighters,303,1,2011,28,h,22,20,10,1,4,7/2/2011,9/10/2011 0:00,70,0.057971014,0,3,Lighters,2.857142857,7/3/2011,Lighters,36570,80796,2.209351928,44226,0,1,bad_meets_evil,17,62,100,74,61,62,67,63,62,10,16,TRUE
4103,20279,Jeremih,Jeremih,Featuring 50 Cent,All About You (Deluxe Edition),Down On Me,228,0,2011,29,h,33,24,8,1,4,11/27/2010,4/30/2011 0:00,154,0.060041408,0,3,Down On Me,0.428571429,11/28/2010,Down On Me,7685,9038,1.176057254,1353,0,1,jeremih,27,27,38,35,32,27,30,30,43,1.8,67,TRUE
4110,8455,Cobra Starship,Cobra Starship,Featuring Sabi,s,You Make Me Feel,216,0,2011,36,h,29,27,9,1,7,7/30/2011,10/1/2011 0:00,63,0.074534161,0,3,You Make Me Feel,-3.142857143,7/31/2011,You Make Me Feel,9591,21860,2.279220102,12269,0,1,cobra_starship,14,16,19,24,35,38,42,47,57,5,76,TRUE
4111,18466,Hot Chelle Rae,Hot Chelle Rae,,Tonight Tonight - EP,Tonight Tonight,200,0,2011,37,h,30,22,6,1,7,4/30/2011,8/6/2011 0:00,98,0.076604555,0,3,Tonight Tonight,-2.571428571,5/1/2011,Tonight Tonight,2472,9092,3.677993528,6620,1,1,hot_chelle_rae,7,7,10,13,19,21,25,30,35,3,93,FALSE
4124,25457,Lupe Fiasco,Lupe Fiasco,,s,The Show Goes On,240,0,2011,48,h,33,23,3,1,9,11/27/2010,6/4/2011 0:00,189,0.099378882,0,3,The Show Goes On,4.142857143,11/28/2010,The Show Goes On,32574,37933,1.164517714,5359,0,0,lupe_fiasco,19,22,20,21,19,18,17,16,15,-0.1,57,TRUE
4131,10012,Demi Lovato,Demi Lovato,,s,Skyscraper,222,0,2011,55,h,15,1,1,1,10,7/30/2011,7/30/2011 0:00,0,0.113871636,0,1,Skyscraper,5.857142857,7/31/2011,Skyscraper,87525,145856,1.666449586,58331,1,1,demi_lovato,21,22,95,100,59,63,60,61,62,15.4,10,TRUE
4137,34025,Scotty McCreery,Scotty McCreery,,s,I Love You This Big,246,0,2011,61,h,16,2,0,1,11,6/11/2011,6/11/2011 0:00,0,0.126293996,0,2,I Love You This Big,3.428571429,6/12/2011,I Love You This Big,37047,47626,1.285556185,10579,0,1,scotty_mccreery,22,46,100,52,33,20,20,20,20,2.8,11,TRUE
4139,37067,Tinie Tempah,Tinie Tempah,Featuring Eric Turner,,Written In The Stars,219,1,2011,63,h,20,14,0,1,12,3/5/2011,5/14/2011 0:00,70,0.130434783,0,2,Written In The Stars,-3.285714286,3/6/2011,Written In The Stars,54958,48963,0.8909167,-5995,1,1,tinie_tempah,21,21,26,35,39,44,53,55,63,5,91,FALSE
4141,16127,Glee Cast,Glee Cast,,s,We Are Young,251,0,2011,65,h,3,1,0,1,12,12/24/2011,12/24/2011 0:00,0,0.134575569,0,0,We Are Young,3.571428571,12/25/2011,We Are Young,876,1090,1.244292237,214,1,1,glee_cast,38,45,79,59,52,36,28,29,34,4.2,12,FALSE
4142,16127,Glee Cast,Glee Cast,,s,We Are Young,251,0,2011,65,h,3,1,0,1,12,12/24/2011,12/24/2011 0:00,0,0.134575569,0,0,We Are Young,6.714285714,12/25/2011,We Are Young,876,1090,1.244292237,214,0,1,glee_cast,38,45,79,59,52,36,28,29,34,4.2,12,TRUE
4160,12184,Edward Maya & Vika Jigulina,Edward Maya & Vika Jigulina,,Stereo Love - Remixes,Stereo Love,247,0,2011,81,h,28,16,0,2,16,10/23/2010,1/1/2011 0:00,70,0.167701863,0,3,Stereo Love,-2.714285714,10/24/2010,Stereo Love,11,7,0.636363636,-4,1,1,edward_maya_&_vika_jigulina,68,38,40,46,46,39,42,55,56,-3.6,93,TRUE
4161,3865,Beyonce,Beyonce,,4,Best Thing I Never Had,252,0,2011,82,h,20,11,0,1,16,6/18/2011,8/13/2011 0:00,56,0.169772257,0,2,Best Thing I Never Had,-1.285714286,6/19/2011,Best Thing I Never Had,20096,21126,1.051253981,1030,1,1,beyonce,36,56,38,36,34,35,52,57,52,-2.4,84,TRUE
4164,23027,Kelly Rowland,Kelly Rowland,Featuring Lil Wayne,s,Motivation,231,0,2011,85,h,25,21,0,2,17,4/30/2011,8/6/2011 0:00,98,0.175983437,0,3,Motivation,-0.142857143,5/1/2011,Motivation,21072,30237,1.434937358,9165,1,1,kelly_rowland,18,34,40,42,54,60,81,86,100,8,55,TRUE
4166,8033,Christina Perri,Christina Perri,,s,Jar Of Hearts,246,0,2011,87,h,31,18,0,1,17,7/17/2010,3/19/2011 0:00,245,0.180124224,0,3,Jar Of Hearts,-0.714285714,7/18/2010,Jar Of Hearts,0,5510,inf,5510,0,0,christina_perri,0,0,3,4,10,20,8,7,7,2.4,63,FALSE
4168,20008,Javier Colon,Javier Colon,,s,Stitch By Stitch,196,0,2011,89,h,2,1,0,1,17,7/16/2011,7/16/2011 0:00,0,0.18426501,0,0,Stitch By Stitch,11.28571429,7/17/2011,Stitch By Stitch,6732,13354,1.983660131,6622,0,1,javier_colon,26,46,100,39,21,13,12,12,8,-1.7,17,TRUE
4177,23829,Lauren Alaina,Lauren Alaina,,s,Like My Mother Does,252,0,2011,97,h,2,1,0,1,20,6/11/2011,6/11/2011 0:00,0,0.200828157,1,0,Like My Mother Does,5.714285714,6/12/2011,Like My Mother Does,28765,32238,1.120737007,3473,0,1,lauren_alaina,24,44,100,44,26,16,17,13,13,0.4,20,FALSE
4179,19545,Jake Owen,Jake Owen,,s,Barefoot Blue Jean Night,168,0,2011,99,h,24,14,0,2,21,4/30/2011,9/17/2011 0:00,140,0.204968944,1,3,Barefoot Blue Jean Night,0,5/1/2011,Barefoot Blue Jean Night,1867,2031,1.087841457,164,0,1,jake_owen,11,15,17,18,19,21,28,35,37,1.9,96,TRUE
4181,1042,Alexandra Stan,Alexandra Stan,,s,Mr. Saxobeat,195,0,2011,101,h,20,13,0,1,21,7/30/2011,10/29/2011 0:00,91,0.209109731,1,2,Mr. Saxobeat,-1.571428571,7/31/2011,Mr. Saxobeat,40543,42148,1.039587598,1605,0,0,alexandra_stan,35,41,43,44,55,69,75,78,77,4.3,92,TRUE
4190,20484,Jessie J,Jessie J,Featuring B.o.B,s,Price Tag,222,0,2011,110,h,20,10,0,1,23,2/19/2011,5/7/2011 0:00,77,0.227743271,1,2,Price Tag,1.714285714,2/20/2011,Price Tag,85506,136427,1.59552546,50921,0,0,jessie_j,18,19,35,34,30,25,27,30,36,3.9,88,TRUE
4195,23197,Keri Hilson,Keri Hilson,,s,Pretty Girl Rock,244,0,2011,114,h,22,17,0,2,24,12/11/2010,3/26/2011 0:00,105,0.236024845,1,3,Pretty Girl Rock,-1.428571429,12/12/2010,Pretty Girl Rock,25518,66525,2.606983306,41007,0,1,keri_hilson,47,58,60,73,68,59,74,68,70,5.7,72,FALSE
4201,27670,Mumford & Sons,Mumford & Sons,,Sigh No More,The Cave,215,0,2011,120,h,20,1,0,1,27,2/19/2011,3/5/2011 0:00,14,0.248447205,1,2,The Cave,-4.428571429,2/20/2011,The Cave,52046,333618,6.410060331,281572,0,0,mumford_&_sons,18,24,20,16,100,39,27,25,32,15.6,99,TRUE
4206,16131,Glee Cast,Glee Cast,Featuring Jonathan Groff,"Glee: The Music, Vol. 6",Rolling In The Deep,204,0,2011,125,h,2,1,0,1,29,5/28/2011,5/28/2011 0:00,0,0.258799172,1,0,Rolling In The Deep,0.828571429,12/26/2010,Rolling In The Deep,6285,5032,0.800636436,-1253,0,0,glee_cast,52,55,100,78,80,64,53,40,37,7.9,29,FALSE
4207,16131,Glee Cast,Glee Cast,Featuring Jonathan Groff,"Glee: The Music, Vol. 6",Rolling In The Deep,204,0,2011,125,h,2,1,0,1,29,5/28/2011,5/28/2011 0:00,0,0.258799172,1,0,Rolling In The Deep,8.714285714,12/26/2010,Rolling In The Deep,6285,5032,0.800636436,-1253,1,1,glee_cast,52,55,100,78,80,64,53,40,37,7.9,29,FALSE
4208,12287,Eli Young Band,Eli Young Band,,s,Crazy Girl,201,0,2011,126,h,36,9,0,1,30,3/26/2011,11/19/2011 0:00,238,0.260869565,1,3,Crazy Girl,2.714285714,3/27/2011,Crazy Girl,1463,2024,1.383458647,561,1,1,eli_young_band,18,30,34,40,41,38,39,48,47,5.6,59,TRUE
4210,3936,Big Sean,Big Sean,Featuring Chris Brown,s,My Last,254,1,2011,128,h,21,7,0,1,30,3/19/2011,7/23/2011 0:00,126,0.265010352,1,3,My Last,0.285714286,3/20/2011,My Last,22564,29635,1.313375288,7071,1,1,big_sean,11,11,12,13,14,18,23,21,22,0.8,89,FALSE
4220,36840,Thompson Square,Thompson Square,,s,Are You Gonna Kiss Me Or Not,189,0,2011,138,h,20,7,0,1,32,1/1/2011,4/2/2011 0:00,91,0.285714286,1,2,Are You Gonna Kiss Me Or Not,-0.714285714,1/2/2011,Are You Gonna Kiss Me Or Not,1290,2136,1.655813953,846,0,0,thompson_square,27,30,41,42,36,51,56,66,74,3,92,FALSE
4227,33902,Sara Evans,Sara Evans,,Country Strong (Soundtrack),A Little Bit Stronger,304,0,2011,145,h,21,4,0,1,34,1/15/2011,5/21/2011 0:00,126,0.300207039,1,3,A Little Bit Stronger,-2.285714286,1/16/2011,A Little Bit Stronger,6625,8176,1.234113208,1551,1,1,sara_evans,33,32,30,41,48,48,56,69,63,3.9,98,TRUE
4232,16134,Glee Cast,Glee Cast,,s,Friday,212,0,2011,148,h,2,1,0,1,34,5/28/2011,5/28/2011 0:00,0,0.306418219,1,0,Friday,9.428571429,4/3/2011,Friday,0,613249,inf,613249,1,1,glee_cast,52,55,100,78,80,64,53,40,37,7.9,34,TRUE
4233,16134,Glee Cast,Glee Cast,,s,Friday,212,0,2011,148,h,2,1,0,1,34,5/28/2011,5/28/2011 0:00,0,0.306418219,1,0,Friday,-2,4/3/2011,Friday,0,613249,inf,613249,0,0,glee_cast,52,55,100,78,80,64,53,40,37,7.9,34,TRUE
4237,35538,Steven Tyler,Steven Tyler,,s,(It) Feels So Good,211,0,2011,151,h,4,1,0,1,35,5/28/2011,5/28/2011 0:00,0,0.3126294,1,1,(It) Feels So Good,5,5/29/2011,(It) Feels So Good,82836,152738,1.843860157,69902,1,1,steven_tyler,16,16,45,58,66,35,24,22,21,14.2,35,TRUE
4251,30732,Plain White T's,Plain White T's,,Wonders Of The Younger,Rhythm Of Love,201,0,2011,164,h,21,2,0,1,38,8/28/2010,2/19/2011 0:00,175,0.339544513,1,3,Rhythm Of Love,0.107142857,8/29/2010,Rhythm Of Love,6326,11108,1.755927917,4782,1,1,plain_white_t's,12,10,11,17,11,12,17,14,19,0.5,96,FALSE
4252,38923,Wale,Wale,Featuring Miguel,Ambition (Deluxe Version),Lotus Flower Bomb,213,0,2011,165,h,20,1,0,1,38,11/12/2011,12/31/2011 0:00,49,0.341614907,1,2,Lotus Flower Bomb,-3.857142857,11/13/2011,Lotus Flower Bomb,8321,16456,1.977646917,8135,0,1,wale,51,55,63,100,87,90,73,67,66,11.7,87,TRUE
4253,31897,Red Hot Chili Peppers,Red Hot Chili Peppers,,s,The Adventures Of Rain Dance Maggie,282,0,2011,166,h,17,1,0,1,38,8/6/2011,8/6/2011 0:00,0,0.3436853,1,2,The Adventures Of Rain Dance Maggie,5.428571429,8/7/2011,The Adventures Of Rain Dance Maggie,91383,125701,1.375540308,34318,1,1,red_hot_chili_peppers,46,46,60,57,53,58,67,74,100,2.5,38,TRUE
4255,28444,Nicole Scherzinger,Nicole Scherzinger,Featuring 50 Cent,s,Right There,262,0,2011,168,h,12,2,0,2,39,6/4/2011,7/30/2011 0:00,56,0.347826087,1,1,Right There,2.857142857,6/5/2011,Right There,57118,111620,1.954200077,54502,1,1,nicole_scherzinger,36,33,39,46,46,54,58,73,82,3.3,77,FALSE
4256,28444,Nicole Scherzinger,Nicole Scherzinger,Featuring 50 Cent,s,Right There,262,0,2011,168,h,12,2,0,2,39,6/4/2011,7/30/2011 0:00,56,0.347826087,1,1,Right There,0.19047619,6/5/2011,Right There,57118,111620,1.954200077,54502,0,0,nicole_scherzinger,36,33,39,46,46,54,58,73,82,3.3,77,FALSE
4289,26190,Martin Solveig,Martin Solveig,& Dragonette,s,Hello,281,0,2011,199,h,20,0,0,2,46,4/23/2011,6/18/2011 0:00,56,0.412008282,2,2,Hello,0,4/24/2011,Hello,9549,10919,1.14347052,1370,1,1,martin_solveig,48,40,47,53,55,57,65,65,74,2.7,91,TRUE
4290,26190,Martin Solveig,Martin Solveig,& Dragonette,s,Hello,281,0,2011,199,h,20,0,0,2,46,4/23/2011,6/18/2011 0:00,56,0.412008282,2,2,Hello,-1.714285714,4/24/2011,Hello,9549,10919,1.14347052,1370,0,1,martin_solveig,48,40,47,53,55,57,65,65,74,2.7,91,TRUE
4293,16144,Glee Cast,Glee Cast,,s,Baby,215,0,2011,202,h,1,0,0,1,47,3/5/2011,3/5/2011 0:00,0,0.418219462,2,0,Baby,2.857142857,2/7/2010,Baby,139944,339901,2.42883582,199957,0,1,glee_cast,35,81,95,65,50,52,73,63,55,1.4,47,FALSE
4301,16147,Glee Cast,Glee Cast,,s,Jar Of Hearts,246,0,2011,210,h,1,0,0,1,49,5/28/2011,5/28/2011 0:00,0,0.434782609,2,0,Jar Of Hearts,-0.714285714,7/18/2010,Jar Of Hearts,0,5510,inf,5510,0,1,glee_cast,52,55,100,78,80,64,53,40,37,7.9,49,TRUE
4304,6057,Brantley Gilbert,Brantley Gilbert,,s,Country Must Be Country Wide,215,0,2011,212,h,20,0,0,1,50,7/9/2011,11/26/2011 0:00,140,0.438923395,2,2,Country Must Be Country Wide,-1.142857143,7/10/2011,Country Must Be Country Wide,4904,7175,1.463091354,2271,0,1,brantley_gilbert,54,51,61,62,63,72,64,74,77,2.9,100,FALSE
4307,38782,Victorious Cast,Victorious Cast,Featuring Victoria Justice,s,Freak The Freak Out,233,0,2011,215,h,6,0,0,1,50,12/18/2010,1/15/2011 0:00,28,0.445134576,2,1,Freak The Freak Out,-0.952380952,12/19/2010,Freak The Freak Out,0,2,inf,2,1,1,victorious_cast,0,0,28,0,0,0,0,0,21,2.81E-16,78,FALSE
4310,9632,David Nail,David Nail,,The Sound of a Million Dreams,Let It Rain,222,1,2011,217,h,20,0,0,2,51,10/1/2011,12/31/2011 0:00,91,0.449275362,2,2,Let It Rain,-0.571428571,10/2/2011,Let It Rain,1178,1655,1.404923599,477,0,0,david_nail,36,43,38,42,47,52,47,49,52,2.1,95,TRUE
4313,6223,Bridgit Mendler,Bridgit Mendler,", Adam Hicks, Naomi Scott & Haley Kiyoko",Lemonade Mouth,Determinate,198,0,2011,220,h,3,0,0,1,51,4/30/2011,5/7/2011 0:00,7,0.455486542,2,0,Determinate,-6.142857143,5/1/2011,Determinate,25975,46492,1.78987488,20517,0,1,bridgit_mendler,14,14,17,13,9,9,6,5,4,-1.1,94,TRUE
4321,16151,Glee Cast,Glee Cast,,Glee: The Music Presents The Warblers,Misery,188,0,2011,227,h,1,0,0,1,52,4/2/2011,4/2/2011 0:00,0,0.469979296,2,0,Misery,1.428571429,7/11/2010,Misery,19485,9583,0.491814216,-9902,0,1,glee_cast,50,52,73,63,55,39,43,37,52,2.1,52,FALSE
4325,1535,Andy Grammer,Andy Grammer,,Andy Grammer - EP,Keep Your Head Up,190,0,2011,231,h,20,0,0,1,53,6/18/2011,10/1/2011 0:00,105,0.47826087,2,2,Keep Your Head Up,-1.285714286,6/19/2011,Keep Your Head Up,2529,8166,3.228944247,5637,1,1,andy_grammer,19,26,31,30,42,44,49,44,48,5,94,TRUE
4333,30701,Pistol Annies,Pistol Annies,,Hell On Heels,Hell On Heels,194,0,2011,239,h,3,0,0,1,55,9/10/2011,9/10/2011 0:00,0,0.494824017,2,0,Hell On Heels,4.428571429,9/11/2011,Hell On Heels,3261,11809,3.621281815,8548,1,1,pistol_annies,45,58,100,95,84,88,76,73,72,11.5,55,TRUE
4337,34517,Sick Puppies,Sick Puppies,,Tri-Polar,Maybe,206,1,2011,243,h,15,0,0,1,56,12/11/2010,2/5/2011 0:00,56,0.50310559,2,1,Maybe,-2,12/12/2010,Maybe,8622,10208,1.18394804,1586,0,0,sick_puppies,71,69,70,76,81,82,77,76,93,2.7,100,TRUE
4339,23567,Kreayshawn,Kreayshawn,,s,Gucci Gucci,187,0,2011,245,h,10,0,0,1,57,8/13/2011,9/17/2011 0:00,35,0.507246377,2,1,Gucci Gucci,-0.571428571,8/14/2011,Gucci Gucci,30195,80689,2.67226362,50494,0,0,kreayshawn,12,22,45,61,52,49,53,100,63,11.9,82,TRUE
4353,31876,Rebecca Black,Rebecca Black,,s,Friday,210,0,2011,257,h,6,0,0,1,58,4/2/2011,4/9/2011 0:00,7,0.532091097,2,1,Friday,9.428571429,4/3/2011,Friday,0,613249,inf,613249,1,1,rebecca_black,0,0,96,100,71,51,53,43,33,24.2,72,TRUE
4354,31876,Rebecca Black,Rebecca Black,,s,Friday,210,0,2011,257,h,6,0,0,1,58,4/2/2011,4/9/2011 0:00,7,0.532091097,2,1,Friday,-2,4/3/2011,Friday,0,613249,inf,613249,0,0,rebecca_black,0,0,96,100,71,51,53,43,33,24.2,72,TRUE
4356,18566,Hugh Laurie,Hugh Laurie,,Let Them Talk (Bonus Track Version),Police Dog Blues,213,0,2011,259,h,2,0,0,1,58,9/24/2011,9/24/2011 0:00,0,0.536231884,2,0,Police Dog Blues,2.285714286,9/25/2011,Police Dog Blues,29460,47291,1.605261371,17831,1,1,hugh_laurie,13,15,39,28,27,24,30,19,21,4.1,58,FALSE
4363,408,Ace Hood,Ace Hood,,s,Hustle Hard,198,1,2011,266,h,16,0,0,1,60,4/23/2011,6/4/2011 0:00,42,0.550724638,2,2,Hustle Hard,-2.428571429,4/24/2011,Hustle Hard,10296,8657,0.840811966,-1639,0,1,ace_hood,49,45,41,42,41,40,49,50,55,-1.9,87,TRUE
4374,32903,Ronnie Dunn,Ronnie Dunn,,s,Bleed Red,228,0,2011,277,h,18,0,0,1,62,2/26/2011,4/23/2011 0:00,56,0.573498965,2,2,Bleed Red,-0.285714286,2/27/2011,Bleed Red,1368,2287,1.671783626,919,1,1,ronnie_dunn,0,15,27,26,40,38,53,39,47,9.1,99,TRUE
4380,16164,Glee Cast,Glee Cast,,s,Animal,191,0,2011,282,h,1,0,0,1,62,3/26/2011,3/26/2011 0:00,0,0.583850932,2,0,Animal,-1,6/20/2010,Animal,6377,5013,0.78610632,-1364,0,1,glee_cast,65,50,52,73,63,55,39,43,37,1.9,62,FALSE
4385,13355,Fabolous,Fabolous,,There Is No Competition 2: The Grieving Music Mixtape,You Be Killin Em,209,0,2011,286,h,17,0,0,1,63,1/1/2011,4/9/2011 0:00,98,0.592132505,2,2,You Be Killin Em,-0.380952381,1/2/2011,You Be Killin Em,24150,24176,1.001076605,26,1,1,fabolous,54,53,63,58,59,69,68,68,72,1.5,94,FALSE
4393,20010,Javier Colon,Javier Colon,,s,Angel,215,0,2011,294,h,1,0,0,1,64,7/2/2011,7/2/2011 0:00,0,0.608695652,3,0,Angel,1.571428571,10/10/2010,Angel,58246,61988,1.064244755,3742,0,0,javier_colon,9,12,26,46,100,39,21,13,12,21.6,64,TRUE
4394,20010,Javier Colon,Javier Colon,,s,Angel,215,0,2011,294,h,1,0,0,1,64,7/2/2011,7/2/2011 0:00,0,0.608695652,3,0,Angel,1.571428571,12/29/2013,Angel,7,2053,293.2857143,2046,0,0,javier_colon,9,12,26,46,100,39,21,13,12,21.6,64,FALSE
4396,5067,Blink-182,Blink-182,,s,Up All Night,199,0,2011,296,h,2,0,0,1,65,7/30/2011,8/6/2011 0:00,7,0.612836439,3,0,Up All Night,-2.857142857,12/1/2013,Up All Night,732,806,1.101092896,74,0,0,blink-182,15,20,35,26,21,26,36,21,27,1.8,85,TRUE
