,id,artist,artist_standardized,featured,album,track,time,explicit,year,yearly_rank,source,ch,x40,x10,pk,high,date_entered,date_peaked,latency_to_peak,yearly_rank_percentile,yearly_rank_categorical,ch_categorical,song_x,slope_list,date,song_y,before,after,percent_change,raw_change,breakthrough_10year,breakthrough_5year,artist_underscore,b4,b3,b2,b1,a0,a1,a2,a3,a4,youtube_slope,x1st_week,train
5243,26475,Matthew Schuler,Matthew Schuler,,s,Hallelujah,240,0,2013,169,h,2,1,0,1,40,11/30/2013,11/30/2013 0:00,0,0.34989648,1,0,Hallelujah,-5,2/7/2010,Hallelujah,24606,62962,2.558806795,38356,0,0,matthew_schuler,36,65,100,89,62,69,37,28,20,7.6,40,FALSE
5244,26475,Matthew Schuler,Matthew Schuler,,s,Hallelujah,240,0,2013,169,h,2,1,0,1,40,11/30/2013,11/30/2013 0:00,0,0.34989648,1,0,Hallelujah,-5,12/1/2013,Hallelujah,1,8,8,7,1,1,matthew_schuler,36,65,100,89,62,69,37,28,20,7.6,40,TRUE
5245,26475,Matthew Schuler,Matthew Schuler,,s,Hallelujah,240,0,2013,169,h,2,1,0,1,40,11/30/2013,11/30/2013 0:00,0,0.34989648,1,0,Hallelujah,4.571428571,2/7/2010,Hallelujah,24606,62962,2.558806795,38356,1,1,matthew_schuler,36,65,100,89,62,69,37,28,20,7.6,40,TRUE
5246,26475,Matthew Schuler,Matthew Schuler,,s,Hallelujah,240,0,2013,169,h,2,1,0,1,40,11/30/2013,11/30/2013 0:00,0,0.34989648,1,0,Hallelujah,4.571428571,12/1/2013,Hallelujah,1,8,8,7,0,1,matthew_schuler,36,65,100,89,62,69,37,28,20,7.6,40,TRUE
5247,26475,Matthew Schuler,Matthew Schuler,,s,Hallelujah,240,0,2013,169,h,2,1,0,1,40,11/30/2013,11/30/2013 0:00,0,0.34989648,1,0,Hallelujah,7,2/7/2010,Hallelujah,24606,62962,2.558806795,38356,0,0,matthew_schuler,36,65,100,89,62,69,37,28,20,7.6,40,TRUE
5248,26475,Matthew Schuler,Matthew Schuler,,s,Hallelujah,240,0,2013,169,h,2,1,0,1,40,11/30/2013,11/30/2013 0:00,0,0.34989648,1,0,Hallelujah,7,12/1/2013,Hallelujah,1,8,8,7,0,1,matthew_schuler,36,65,100,89,62,69,37,28,20,7.6,40,TRUE
5265,32125,Rich Gang,Rich Gang,"Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",s,Tapout,284,1,2013,184,h,20,0,0,1,44,5/25/2013,8/10/2013 0:00,77,0.380952381,1,2,Tapout,-2.428571429,5/26/2013,Tapout,141,1273,9.028368794,1132,0,0,rich_gang,6,8,30,27,26,19,26,28,20,5.9,100,TRUE
5278,2448,August Alsina,August Alsina,#NAME?,Downtown: Life Under The Gun (Explicit),I Love This Sh*t,267,1,2013,196,h,20,0,0,1,48,9/21/2013,11/9/2013 0:00,49,0.405797101,2,2,I Love This Sh*t,-1,9/22/2013,I Love This Sh*t,5200,8408,1.616923077,3208,0,1,august_alsina,34,30,32,32,32,31,35,39,39,-0.2,85,TRUE
5281,32127,Rich Homie Quan,Rich Homie Quan,,Still Going In - Reloaded,Type Of Way,261,0,2013,199,h,20,0,0,1,50,8/3/2013,9/28/2013 0:00,56,0.412008282,2,2,Type Of Way,-1.285714286,8/4/2013,Type Of Way,26393,46494,1.761603455,20101,0,0,rich_homie_quan,46,49,58,58,67,66,76,77,75,5.1,98,TRUE
5289,31671,Ray J,Ray J,Featuring Bobby Brackins,s,I Hit It First,205,1,2013,207,h,3,0,0,1,51,4/27/2013,4/27/2013 0:00,0,0.428571429,2,0,I Hit It First,5.571428571,4/28/2013,I Hit It First,13941,18219,1.306864644,4278,1,1,ray_j,6,17,100,44,28,68,47,26,25,7.1,51,TRUE
5308,25713,Major Lazer,Major Lazer,"Featuring Bruno Mars, Tyga & Mystic",Free The Universe,Bubble Butt,227,0,2013,226,h,9,0,0,1,56,6/29/2013,8/24/2013 0:00,56,0.467908903,2,1,Bubble Butt,-0.285714286,6/30/2013,Bubble Butt,20859,23333,1.118605878,2474,1,1,major_lazer,30,25,22,28,49,45,28,25,25,4.1,97,TRUE
5312,9303,Danielle Bradbery,Danielle Bradbery,,s,The Heart Of Dixie,210,0,2013,230,h,13,0,0,1,58,8/3/2013,8/3/2013 0:00,0,0.476190476,2,1,The Heart Of Dixie,0.293233083,8/4/2013,The Heart Of Dixie,21742,7620,0.350473737,-14122,1,1,danielle_bradbery,25,21,33,19,18,15,16,13,12,-1.6,58,TRUE
5325,22598,Kacey Musgraves,Kacey Musgraves,,s,Merry Go 'Round,207,0,2013,243,h,15,0,0,2,63,12/29/2012,2/16/2013 0:00,49,0.50310559,2,1,Merry Go 'Round,0.142857143,12/30/2012,Merry Go 'Round,3706,5947,1.604695089,2241,0,1,kacey_musgraves,22,23,24,30,27,30,34,34,34,1.7,88,TRUE
5347,2453,Austin Mahone,Austin Mahone,,s,What About Love,203,0,2013,263,h,9,0,0,1,66,6/29/2013,8/3/2013 0:00,35,0.544513458,2,1,What About Love,2,6/30/2013,What About Love,30093,62102,2.063669292,32009,0,1,austin_mahone,32,34,100,72,62,69,69,64,66,9.8,74,FALSE
5358,1720,Anne Hathaway,Anne Hathaway,,Les Miserables: Highlights From The Motion Picture Soundtrack,I Dreamed A Dream,278,0,2013,273,h,3,0,0,1,69,1/12/2013,1/12/2013 0:00,0,0.565217391,2,0,I Dreamed A Dream,0.714285714,1/13/2013,I Dreamed A Dream,153089,209324,1.367335341,56235,0,1,anne_hathaway,48,47,74,78,58,81,38,41,22,5.1,69,TRUE
5359,1720,Anne Hathaway,Anne Hathaway,,Les Miserables: Highlights From The Motion Picture Soundtrack,I Dreamed A Dream,278,0,2013,273,h,3,0,0,1,69,1/12/2013,1/12/2013 0:00,0,0.565217391,2,0,I Dreamed A Dream,9.285714286,1/13/2013,I Dreamed A Dream,153089,209324,1.367335341,56235,1,1,anne_hathaway,48,47,74,78,58,81,38,41,22,5.1,69,TRUE
5381,13702,Fifth Harmony,Fifth Harmony,,s,Miss Movin' On,193,0,2013,293,h,11,0,0,1,76,8/3/2013,9/7/2013 0:00,35,0.606625259,3,1,Miss Movin' On,-0.095238095,8/4/2013,Miss Movin' On,5134,26510,5.163615115,21376,1,1,fifth_harmony,20,21,43,35,42,64,68,69,52,5.8,85,FALSE
5389,31012,Prince Royce,Prince Royce,,s,Darte Un Beso,206,0,2013,301,h,12,0,0,1,78,9/7/2013,9/7/2013 0:00,0,0.623188406,3,1,Darte Un Beso,1.142857143,9/8/2013,Darte Un Beso,8121,6289,0.774412018,-1832,0,1,prince_royce,50,51,59,53,52,49,48,51,46,0.6,78,TRUE
5395,24824,Little Mix,Little Mix,,DNA (Deluxe Version),Wings,220,0,2013,306,h,9,0,0,1,79,4/20/2013,5/25/2013 0:00,35,0.633540373,3,1,Wings,-1,4/21/2013,Wings,53053,62910,1.185795337,9857,0,1,little_mix,61,71,74,82,78,78,78,81,83,4.5,98,TRUE
5411,33003,Ross Lynch,Ross Lynch,", Grace Phipps And Jason Evigan",Teen Beach Movie (Soundtrack),Cruisin' For A Bruisin',195,0,2013,321,h,3,0,0,1,82,8/10/2013,8/10/2013 0:00,0,0.664596273,3,0,Cruisin' For A Bruisin',1,8/11/2013,Cruisin' For A Bruisin',40044,62780,1.567775447,22736,0,1,ross_lynch,47,77,91,74,67,77,64,47,53,3.7,82,TRUE
5416,6259,Britt Nicole,Britt Nicole,,Gold,Gold,179,0,2013,326,h,3,0,0,1,83,3/16/2013,3/23/2013 0:00,7,0.67494824,3,0,Gold,-1,3/17/2013,Gold,7971,9985,1.252665914,2014,1,1,britt_nicole,59,69,85,83,100,95,82,83,74,9.6,90,FALSE
5419,29212,Passion Pit,Passion Pit,,Gossamer,Take A Walk,264,0,2013,329,h,22,0,0,1,84,9/15/2012,2/9/2013 0:00,147,0.68115942,3,3,Take A Walk,-1.714285714,9/16/2012,Take A Walk,24184,22011,0.910147205,-2173,1,1,passion_pit,46,47,68,74,70,63,64,58,58,7.5,99,FALSE
5420,1946,Ariana Grande,Ariana Grande,Featuring Big Sean,Yours Truly,Right There,247,0,2013,330,h,8,0,0,1,84,8/24/2013,8/24/2013 0:00,0,0.683229814,3,1,Right There,2.857142857,6/5/2011,Right There,57118,111620,1.954200077,54502,0,1,ariana_grande,46,38,39,37,47,41,50,54,44,0.1,84,TRUE
5421,1946,Ariana Grande,Ariana Grande,Featuring Big Sean,Yours Truly,Right There,247,0,2013,330,h,8,0,0,1,84,8/24/2013,8/24/2013 0:00,0,0.683229814,3,1,Right There,0.19047619,6/5/2011,Right There,57118,111620,1.954200077,54502,0,1,ariana_grande,46,38,39,37,47,41,50,54,44,0.1,84,TRUE
5426,26981,Michelle Chamuel,Michelle Chamuel,,s,I Knew You Were Trouble,206,0,2013,335,h,1,0,0,1,85,6/22/2013,6/22/2013 0:00,0,0.693581781,3,0,I Knew You Were Trouble,2.857142857,6/23/2013,I Knew You Were Trouble,3380,117838,34.86331361,114458,0,0,michelle_chamuel,35,52,67,67,100,32,21,16,11,14.5,85,TRUE
5434,19506,Jacquie Lee,Jacquie Lee,,s,Angel,169,0,2013,343,h,1,0,0,1,87,12/28/2013,12/28/2013 0:00,0,0.710144928,3,0,Angel,1.571428571,10/10/2010,Angel,58246,61988,1.064244755,3742,0,0,jacquie_lee,48,61,68,100,30,18,11,15,12,0.3,87,FALSE
5435,19506,Jacquie Lee,Jacquie Lee,,s,Angel,169,0,2013,343,h,1,0,0,1,87,12/28/2013,12/28/2013 0:00,0,0.710144928,3,0,Angel,1.571428571,12/29/2013,Angel,7,2053,293.2857143,2046,1,1,jacquie_lee,48,61,68,100,30,18,11,15,12,0.3,87,TRUE
5442,7221,Casey James,Casey James,,Casey James,Crying On A Suitcase,221,0,2013,349,h,9,0,0,2,88,1/5/2013,2/9/2013 0:00,35,0.722567288,3,1,Crying On A Suitcase,-1.428571429,1/6/2013,Crying On A Suitcase,2662,2788,1.047332832,126,0,1,casey_james,23,24,25,16,21,21,19,22,24,-1.2,100,TRUE
5443,619,Afrojack,Afrojack,Featuring Chris Brown,s,As Your Friend,243,0,2013,350,h,3,0,0,1,88,3/9/2013,3/9/2013 0:00,0,0.724637681,3,0,As Your Friend,0.571428571,3/10/2013,As Your Friend,11171,12259,1.097395041,1088,1,1,afrojack,21,23,32,29,26,27,31,32,34,1.6,88,TRUE
5444,18631,Hustle Gang,Hustle Gang,"Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",s,Memories Back Then,304,1,2013,351,h,2,0,0,1,88,5/11/2013,5/11/2013 0:00,0,0.726708075,3,0,Memories Back Then,1.428571429,5/12/2013,Memories Back Then,0,27155,inf,27155,0,1,hustle_gang,0,0,8,12,49,42,35,52,45,11,88,TRUE
5449,22568,K. Michelle,K. Michelle,,Rebellious Soul,V.S.O.P.,208,0,2013,356,h,4,0,0,1,89,10/26/2013,11/2/2013 0:00,7,0.737060041,3,1,V.S.O.P.,-0.142857143,10/27/2013,V.S.O.P.,10136,9870,0.973756906,-266,1,1,k._michelle,25,33,30,27,24,29,37,31,25,-0.8,90,TRUE
5454,36576,Tegan And Sara,Tegan And Sara,,Heartthrob,Closer,209,0,2013,361,h,3,0,0,1,90,11/2/2013,11/2/2013 0:00,0,0.747412008,3,0,Closer,1,11/3/2013,Closer,17903,17474,0.976037536,-429,0,0,tegan_and_sara,65,58,63,73,64,60,51,49,46,1.3,90,TRUE
5467,34008,ScHoolboy Q,ScHoolboy Q,Featuring Kendrick Lamar,,Collard Greens,300,0,2013,373,h,8,0,0,3,92,11/2/2013,11/16/2013 0:00,14,0.772256729,3,1,Collard Greens,-0.5,11/3/2013,Collard Greens,18255,19656,1.076746097,1401,0,1,schoolboy_q,16,16,19,20,19,16,17,21,20,1,99,TRUE
5468,25832,Marc Anthony,Marc Anthony,,3,Vivir Mi Vida,252,0,2013,374,h,5,0,0,1,92,8/10/2013,8/10/2013 0:00,0,0.774327122,3,1,Vivir Mi Vida,0.714285714,8/11/2013,Vivir Mi Vida,15972,14307,0.895755071,-1665,0,1,marc_anthony,31,67,58,49,41,41,44,45,38,0.2,92,FALSE
5474,12671,Emblem3,Emblem3,,Nothing To Lose (Deluxe Version),Chloe (You're The One I Want),222,0,2013,380,h,3,0,0,1,93,8/10/2013,8/17/2013 0:00,7,0.786749482,3,0,Chloe (You're The One I Want),-0.714285714,8/11/2013,Chloe (You're The One I Want),22512,29564,1.313255153,7052,0,0,emblem3,67,67,72,97,100,97,74,53,41,9.6,98,TRUE
5475,926,Alabama Shakes,Alabama Shakes,,Boys & Girls,Hold On,226,0,2013,381,h,2,0,0,1,93,3/2/2013,3/9/2013 0:00,7,0.788819876,3,0,Hold On,-1,3/3/2013,Hold On,14072,37310,2.651364412,23238,0,1,alabama_shakes,15,21,55,100,50,44,37,30,22,14.9,100,TRUE
5478,7624,Charlie Worsham,Charlie Worsham,,Rubberband,Could It Be,204,0,2013,384,h,2,0,0,1,94,9/28/2013,10/5/2013 0:00,7,0.795031056,3,0,Could It Be,-0.428571429,9/29/2013,Could It Be,1877,803,0.427810336,-1074,1,1,charlie_worsham,82,68,52,61,61,73,64,70,69,-4.9,97,TRUE
5507,291,A$AP Ferg,A$AP Ferg,,s,Work,178,0,2013,408,h,2,0,0,2,100,6/8/2013,6/8/2013 0:00,0,0.844720497,4,0,Work,0,6/9/2013,Work,25,157,6.28,132,1,1,a$ap_ferg,50,83,40,50,43,40,23,33,43,-4.7,100,TRUE
5508,291,A$AP Ferg,A$AP Ferg,,s,Work,178,0,2013,408,h,2,0,0,2,100,6/8/2013,6/8/2013 0:00,0,0.844720497,4,0,Work,-0.285714286,6/9/2013,Work,25,157,6.28,132,0,0,a$ap_ferg,50,83,40,50,43,40,23,33,43,-4.7,100,TRUE
5512,7639,Chase Rice,Chase Rice,,Ready Set Roll - EP,Ready Set Roll,190,0,2013,412,h,1,0,0,1,100,10/26/2013,10/26/2013 0:00,0,0.85300207,4,0,Ready Set Roll,-0.029411765,10/27/2013,Ready Set Roll,1422,2840,1.99718706,1418,0,1,chase_rice,19,25,45,66,46,49,41,38,44,9.5,100,TRUE
5513,7639,Chase Rice,Chase Rice,,Ready Set Roll - EP,Ready Set Roll,190,0,2013,412,h,1,0,0,1,100,10/26/2013,10/26/2013 0:00,0,0.85300207,4,0,Ready Set Roll,-0.029411765,10/27/2013,Ready Set Roll,1422,2840,1.99718706,1418,0,1,chase_rice,19,25,45,66,46,49,41,38,44,9.5,93,FALSE
5515,2603,B.o.B ,B.o.B ,Featuring 2 Chainz,s,HeadBand,219,1,2014,199,h,29,0,0,1,53,6/8/2013,1/11/2014 0:00,217,0.412008282,2,3,HeadBand,2,6/9/2013,HeadBand,126,102,0.80952381,-24,1,1,b.o.b_,12,12,13,11,11,11,11,10,11,-0.3,65,TRUE
5517,29211,Passenger,Passenger,,All The Little Lights,Let Her Go,252,0,2014,285,h,43,33,12,1,5,8/17/2013,2/22/2014 0:00,189,0.590062112,2,3,Let Her Go,-1.285714286,8/18/2013,Let Her Go,5316,4403,0.828254327,-913,1,1,passenger,14,16,20,23,27,29,28,30,35,3.3,95,FALSE
5518,2984,Bastille,Bastille,,Haunt - EP,Pompeii,214,0,2014,296,h,53,36,15,3,5,8/31/2013,3/15/2014 0:00,196,0.612836439,3,3,Pompeii,-1.142857143,9/1/2013,Pompeii,12212,11431,0.936046512,-781,0,0,bastille,18,20,20,22,23,29,33,31,30,1.2,95,FALSE
5519,39903,Zendaya,Zendaya,,Zendaya,Replay,209,0,2014,300,h,21,1,0,1,40,9/7/2013,1/11/2014 0:00,126,0.621118012,3,3,Replay,-2.285714286,9/8/2013,Replay,26344,34805,1.321173702,8461,1,1,zendaya,20,39,91,75,71,74,100,90,72,13.8,77,FALSE
5520,39903,Zendaya,Zendaya,,Zendaya,Replay,209,0,2014,300,h,21,1,0,1,40,9/7/2013,1/11/2014 0:00,126,0.621118012,3,3,Replay,-0.142857143,9/8/2013,Replay,26344,34805,1.321173702,8461,1,1,zendaya,20,39,91,75,71,74,100,90,72,13.8,77,TRUE
5522,39900,Zedd,Zedd,Featuring Hayley Williams Of Paramore,Clarity (Deluxe Edition),Stay The Night,217,0,2014,321,h,22,14,0,1,18,9/28/2013,1/25/2014 0:00,119,0.664596273,3,3,Stay The Night,2.5,2/6/2011,Stay The Night,25472,28975,1.137523555,3503,1,1,zedd,79,80,100,90,95,76,83,74,72,4.2,51,FALSE
5526,26186,Martin Garrix,Martin Garrix,,s,Animals,303,0,2014,340,h,34,12,0,1,21,10/5/2013,4/26/2014 0:00,203,0.703933747,3,3,Animals,-4.571428571,10/6/2013,Animals,13542,25493,1.882513661,11951,1,1,martin_garrix,34,48,57,68,53,51,46,44,59,5.8,86,TRUE
5527,26186,Martin Garrix,Martin Garrix,,s,Animals,303,0,2014,340,h,34,12,0,1,21,10/5/2013,4/26/2014 0:00,203,0.703933747,3,3,Animals,1.857142857,10/6/2013,Animals,13542,25493,1.882513661,11951,1,1,martin_garrix,34,48,57,68,53,51,46,44,59,5.8,86,TRUE
5532,12998,Eric Paslay,Eric Paslay,,,Friday Night,166,0,2014,381,h,20,0,0,1,47,11/2/2013,2/8/2014 0:00,98,0.788819876,3,2,Friday Night,0,11/3/2013,Friday Night,772,919,1.190414508,147,1,1,eric_paslay,62,71,73,81,80,81,88,96,66,4.6,91,TRUE
5533,8495,Cole Swindell,Cole Swindell,,s,Chillin' It,195,0,2014,385,h,20,5,0,2,28,11/2/2013,3/1/2014 0:00,119,0.797101449,3,2,Chillin' It,-0.714285714,11/3/2013,Chillin' It,1066,1495,1.402439024,429,0,1,cole_swindell,39,41,51,46,51,56,63,70,60,2.9,98,TRUE
5536,1263,American Authors,American Authors,,American Authors - EP,Best Day Of My Life,194,0,2014,413,h,36,27,0,2,11,11/30/2013,4/19/2014 0:00,140,0.855072464,4,3,Best Day Of My Life,-0.285714286,12/1/2013,Best Day Of My Life,2729,4171,1.528398681,1442,0,1,american_authors,20,20,30,28,32,36,60,50,49,3.2,93,TRUE
5537,22132,Jon Pardi,Jon Pardi,,s,Up All Night,209,0,2014,414,h,13,0,0,1,56,11/30/2013,2/1/2014 0:00,63,0.857142857,4,1,Up All Night,-2.857142857,12/1/2013,Up All Night,732,806,1.101092896,74,1,1,jon_pardi,61,55,62,74,59,64,72,82,78,1.5,99,TRUE
5538,22132,Jon Pardi,Jon Pardi,,s,Up All Night,209,0,2014,414,h,13,0,0,1,56,11/30/2013,2/1/2014 0:00,63,0.857142857,4,1,Up All Night,-2.857142857,7/31/2011,Up All Night,48202,65939,1.367972283,17737,1,1,jon_pardi,61,55,62,74,59,64,72,82,78,1.5,99,FALSE
5539,22132,Jon Pardi,Jon Pardi,,s,Up All Night,209,0,2014,414,h,13,0,0,1,56,11/30/2013,2/1/2014 0:00,63,0.857142857,4,1,Up All Night,5.857142857,12/1/2013,Up All Night,732,806,1.101092896,74,0,1,jon_pardi,61,55,62,74,59,64,72,82,78,1.5,99,FALSE
5540,22132,Jon Pardi,Jon Pardi,,s,Up All Night,209,0,2014,414,h,13,0,0,1,56,11/30/2013,2/1/2014 0:00,63,0.857142857,4,1,Up All Night,5.857142857,7/31/2011,Up All Night,48202,65939,1.367972283,17737,1,1,jon_pardi,61,55,62,74,59,64,72,82,78,1.5,99,TRUE
5541,22132,Jon Pardi,Jon Pardi,,s,Up All Night,209,0,2014,414,h,13,0,0,1,56,11/30/2013,2/1/2014 0:00,63,0.857142857,4,1,Up All Night,0.142857143,12/1/2013,Up All Night,732,806,1.101092896,74,0,1,jon_pardi,61,55,62,74,59,64,72,82,78,1.5,99,TRUE
5542,22132,Jon Pardi,Jon Pardi,,s,Up All Night,209,0,2014,414,h,13,0,0,1,56,11/30/2013,2/1/2014 0:00,63,0.857142857,4,1,Up All Night,0.142857143,7/31/2011,Up All Night,48202,65939,1.367972283,17737,1,1,jon_pardi,61,55,62,74,59,64,72,82,78,1.5,99,FALSE
5545,10005,Demi Lovato,Demi Lovato,,Frozen (Soundtrack),Let It Go,227,0,2014,425,h,20,1,0,1,38,12/14/2013,1/18/2014 0:00,35,0.879917184,4,2,Let It Go,-0.857142857,12/15/2013,Let It Go,20220,107366,5.309891197,87146,0,0,demi_lovato,31,39,45,44,46,45,45,47,40,3.5,64,FALSE
5546,10005,Demi Lovato,Demi Lovato,,Frozen (Soundtrack),Let It Go,227,0,2014,425,h,20,1,0,1,38,12/14/2013,1/18/2014 0:00,35,0.879917184,4,2,Let It Go,-4.571428571,12/15/2013,Let It Go,20220,107366,5.309891197,87146,1,1,demi_lovato,31,39,45,44,46,45,45,47,40,3.5,64,TRUE
5547,18678,Idina Menzel,Idina Menzel,,Frozen (Soundtrack),Let It Go,224,0,2014,428,h,33,28,9,5,5,12/14/2013,4/5/2014 0:00,112,0.886128364,4,3,Let It Go,-0.857142857,12/15/2013,Let It Go,20220,107366,5.309891197,87146,0,1,idina_menzel,1,1,4,11,10,8,14,23,16,2.8,89,TRUE
5548,18678,Idina Menzel,Idina Menzel,,Frozen (Soundtrack),Let It Go,224,0,2014,428,h,33,28,9,5,5,12/14/2013,4/5/2014 0:00,112,0.886128364,4,3,Let It Go,-4.571428571,12/15/2013,Let It Go,20220,107366,5.309891197,87146,0,1,idina_menzel,1,1,4,11,10,8,14,23,16,2.8,89,TRUE
5556,14643,Frankie Ballard,Frankie Ballard,,s,Helluva Life,231,0,2014,438,h,20,0,0,1,51,12/21/2013,3/8/2014 0:00,77,0.906832298,4,2,Helluva Life,-0.142857143,12/22/2013,Helluva Life,738,1055,1.429539295,317,0,1,frankie_ballard,42,51,59,56,60,51,52,56,58,4.1,89,FALSE
5559,1846,Arctic Monkeys,Arctic Monkeys,,AM,Do I Wanna Know?,271,0,2014,442,h,20,0,0,3,70,12/21/2013,3/8/2014 0:00,77,0.915113872,4,2,Do I Wanna Know?,-1.142857143,12/22/2013,Do I Wanna Know?,48817,46651,0.955630211,-2166,0,1,arctic_monkeys,57,58,65,73,77,73,74,78,87,5.5,99,TRUE
5560,1178,Aloe Blacc,Aloe Blacc,,Wake Me Up - EP,The Man,255,0,2014,447,h,20,18,5,1,8,12/28/2013,4/12/2014 0:00,105,0.925465839,4,2,The Man,-0.285714286,12/29/2013,The Man,17439,20318,1.165089741,2879,1,1,aloe_blacc,22,28,54,44,32,27,61,96,100,3.6,85,TRUE
5565,6051,Brantley Gilbert,Brantley Gilbert,,Just As I Am,Bottoms Up,219,0,2014,41,h,25,15,0,1,20,1/4/2014,4/26/2014 0:00,112,0.084886128,0,3,Bottoms Up,3.142857143,8/29/2010,Bottoms Up,51589,65520,1.270038186,13931,1,1,brantley_gilbert,23,20,46,45,37,45,58,62,60,5.3,58,FALSE
5566,6051,Brantley Gilbert,Brantley Gilbert,,Just As I Am,Bottoms Up,219,0,2014,41,h,25,15,0,1,20,1/4/2014,4/26/2014 0:00,112,0.084886128,0,3,Bottoms Up,0.714285714,8/29/2010,Bottoms Up,51589,65520,1.270038186,13931,0,0,brantley_gilbert,23,20,46,45,37,45,58,62,60,5.3,58,TRUE
5572,38103,Ty Dolla $ign,Ty Dolla $ign,Featuring B.o.B,s,Paranoid,216,1,2014,45,h,20,7,0,1,29,1/4/2014,3/15/2014 0:00,70,0.093167702,0,2,Paranoid,0.142857143,1/5/2014,Paranoid,1874,2219,1.184098186,345,0,1,ty_dolla_$ign,25,27,28,22,22,47,48,45,46,-1.1,97,TRUE
5576,10743,DJ Snake,DJ Snake,& Lil Jon,s,Turn Down For What,213,0,2014,48,h,37,30,15,2,4,1/11/2014,6/14/2014 0:00,154,0.099378882,0,3,Turn Down For What,-0.142857143,1/12/2014,Turn Down For What,20,991,49.55,971,0,0,dj_snake,10,7,10,10,10,11,8,9,14,0.3,38,TRUE
5577,23592,Kristen Bell,Kristen Bell,", Agatha Lee Monn & Katie Lopez ",Frozen OST,Do You Want To Build A Snowman?,207,0,2014,49,h,18,0,0,1,51,1/11/2014,4/12/2014 0:00,91,0.101449275,0,2,Do You Want To Build A Snowman?,-0.142857143,1/12/2014,Do You Want To Build A Snowman?,77042,97944,1.27130656,20902,0,1,kristen_bell,8,8,8,13,19,13,20,14,10,2.7,65,TRUE
5583,9220,Dan + Shay,Dan + Shay,,s,19 You + Me,217,0,2014,55,h,18,0,0,1,42,1/18/2014,4/19/2014 0:00,91,0.113871636,0,2,19 You + Me,-2.142857143,1/19/2014,19 You + Me,1359,2440,1.795437822,1081,0,1,dan_+_shay,23,23,24,23,23,23,22,22,23,1.76E-17,96,TRUE
5593,34893,SoMo,SoMo,,s,Ride,289,1,2014,64,h,15,0,0,2,76,1/25/2014,3/15/2014 0:00,49,0.132505176,0,1,Ride,-2,5/9/2010,Ride,25522,38102,1.492908079,12580,0,0,somo,52,54,58,79,75,74,82,85,78,7.1,100,TRUE
5594,34893,SoMo,SoMo,,s,Ride,289,1,2014,64,h,15,0,0,2,76,1/25/2014,3/15/2014 0:00,49,0.132505176,0,1,Ride,-2,1/26/2014,Ride,365,580,1.589041096,215,0,0,somo,52,54,58,79,75,74,82,85,78,7.1,100,TRUE
5595,34893,SoMo,SoMo,,s,Ride,289,1,2014,64,h,15,0,0,2,76,1/25/2014,3/15/2014 0:00,49,0.132505176,0,1,Ride,-1.571428571,5/9/2010,Ride,25522,38102,1.492908079,12580,1,1,somo,52,54,58,79,75,74,82,85,78,7.1,100,TRUE
5596,34893,SoMo,SoMo,,s,Ride,289,1,2014,64,h,15,0,0,2,76,1/25/2014,3/15/2014 0:00,49,0.132505176,0,1,Ride,-1.571428571,1/26/2014,Ride,365,580,1.589041096,215,1,1,somo,52,54,58,79,75,74,82,85,78,7.1,100,FALSE
5602,7224,Cash Cash,Cash Cash,Featuring Bebe Rexha,Overtime - EP,Take Me Home,205,0,2014,70,h,13,0,0,2,57,2/1/2014,3/15/2014 0:00,42,0.144927536,0,1,Take Me Home,-1.142857143,2/2/2014,Take Me Home,2234,4244,1.899731423,2010,1,1,cash_cash,45,48,52,52,54,51,56,54,59,2.2,94,TRUE
5604,18267,Hillsong United,Hillsong United,,Zion,Oceans (Where Feet May Fail),535,0,2014,72,h,13,0,0,1,83,2/1/2014,3/15/2014 0:00,42,0.149068323,0,1,Oceans (Where Feet May Fail),-0.142857143,2/2/2014,Oceans (Where Feet May Fail),666,531,0.797297297,-135,0,1,hillsong_united,47,65,81,80,77,75,95,80,94,7.5,99,TRUE
5611,32357,Rico Love,Rico Love,,Discrete Luxury - EP,They Don't Know,292,0,2014,79,h,7,0,0,1,73,2/8/2014,3/15/2014 0:00,35,0.163561077,0,1,They Don't Know,-0.428571429,2/9/2014,They Don't Know,3676,4019,1.093307943,343,0,0,rico_love,37,50,40,58,55,55,31,36,49,4.4,100,TRUE
5622,20530,Jhene Aiko,Jhene Aiko,,Sail Out,The Worst,254,1,2014,88,h,20,0,0,2,43,2/22/2014,4/26/2014 0:00,63,0.182194617,0,2,The Worst,0,2/23/2014,The Worst,2670,2589,0.969662921,-81,1,1,jhene_aiko,80,76,78,83,83,81,84,84,92,1.3,87,TRUE
5627,39833,Young Thug,Young Thug,,s,Stoner,240,1,2014,93,h,15,0,0,1,47,3/1/2014,4/5/2014 0:00,35,0.192546584,0,1,Stoner,-2.285714286,3/2/2014,Stoner,21144,30103,1.423713583,8959,1,1,young_thug,27,29,34,34,36,34,36,44,45,2.3,75,TRUE
5630,27396,MKTO,MKTO,,MTKO,Classic,175,0,2014,96,h,27,17,0,1,14,3/1/2014,7/19/2014 0:00,140,0.198757764,0,3,Classic,-0.714285714,3/2/2014,Classic,5544,7902,1.425324675,2358,1,1,mkto,21,24,28,31,36,33,36,42,43,3.7,96,TRUE
