artist,AB,ACT,AK,AL,AR,AZ,Australia,BC,CA,CO,CT,Canada,Concert,DC,DE,FL,Festival,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MB,MD,ME,MI,MN,MO,MS,MT,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NSW,NT,NV,NY,OH,OK,ON,OR,PA,QC,QLD,RI,SA,SC,SD,SK,TAS,TN,TX,US,UT,VA,VIC,VT,WA,WI,WV,WY,headline,total
Dustin Lynch,1.0,0.0,0.0,15.0,5.0,11.0,0.0,0.0,30.0,11.0,5.0,8.0,546.0,4.0,1.0,34.0,44.0,9.0,0.0,11.0,5.0,14.0,20.0,13.0,17.0,16.0,7.0,2.0,8.0,0.0,16.0,9.0,30.0,2.0,1.0,0.0,20.0,4.0,8.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,9.0,16.0,27.0,9.0,5.0,2.0,10.0,0.0,0.0,11.0,0.0,3.0,4.0,0.0,0.0,54.0,49.0,581.0,1.0,10.0,0.0,0.0,7.0,22.0,8.0,1.0,445.0,590
Omarion,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,18.0,0.0,1.0,4.0,73.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,53.0,76
Foo Fighters,2.0,0.0,0.0,3.0,1.0,1.0,14.0,1.0,15.0,1.0,0.0,8.0,128.0,3.0,1.0,1.0,49.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,2.0,1.0,3.0,0.0,4.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,76.0,1.0,1.0,3.0,0.0,6.0,1.0,0.0,0.0,156.0,177
Kid Rock,6.0,0.0,0.0,11.0,1.0,6.0,7.0,2.0,14.0,5.0,0.0,21.0,262.0,5.0,0.0,22.0,33.0,5.0,0.0,2.0,1.0,10.0,4.0,2.0,5.0,5.0,6.0,3.0,1.0,0.0,24.0,4.0,7.0,1.0,0.0,0.0,10.0,5.0,4.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,6.0,8.0,11.0,4.0,6.0,0.0,8.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,0.0,9.0,18.0,257.0,1.0,2.0,4.0,0.0,4.0,5.0,1.0,2.0,229.0,295
Eric Church,9.0,0.0,0.0,11.0,6.0,10.0,0.0,5.0,30.0,8.0,2.0,37.0,516.0,9.0,2.0,29.0,104.0,17.0,0.0,5.0,2.0,28.0,10.0,8.0,9.0,11.0,17.0,4.0,10.0,4.0,13.0,6.0,19.0,7.0,6.0,2.0,24.0,9.0,9.0,7.0,7.0,1.0,3.0,0.0,0.0,0.0,12.0,18.0,22.0,11.0,9.0,3.0,22.0,0.0,0.0,7.0,0.0,7.0,4.0,7.0,0.0,34.0,25.0,569.0,5.0,12.0,0.0,0.0,9.0,28.0,8.0,4.0,393.0,620
Rise Against,6.0,0.0,0.0,1.0,0.0,3.0,15.0,4.0,23.0,7.0,1.0,29.0,276.0,3.0,0.0,16.0,92.0,2.0,2.0,0.0,1.0,9.0,2.0,1.0,0.0,2.0,5.0,2.0,2.0,0.0,10.0,3.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,6.0,8.0,11.0,1.0,10.0,1.0,11.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,10.0,175.0,3.0,2.0,4.0,0.0,7.0,4.0,0.0,0.0,259.0,368
YG,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,45.0,1.0,2.0,1.0,89.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,66.0,98
Asher Roth,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,14.0,4.0,1.0,1.0,93.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,3.0,4.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,84.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,81.0,100
Vicci Martinez,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,3.0,1.0,1.0,114.0,1.0,1.0,2.0,11.0,3.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,122.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,92.0,125
Alabama Shakes,2.0,0.0,0.0,16.0,0.0,2.0,9.0,2.0,17.0,6.0,0.0,8.0,227.0,3.0,2.0,4.0,69.0,9.0,1.0,0.0,1.0,9.0,3.0,0.0,2.0,6.0,3.0,0.0,2.0,0.0,3.0,3.0,8.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,16.0,3.0,3.0,4.0,5.0,4.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,23.0,13.0,198.0,2.0,4.0,2.0,1.0,4.0,4.0,0.0,1.0,190.0,296
Common,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,29.0,4.0,0.0,5.0,118.0,8.0,1.0,6.0,24.0,1.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,107.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,87.0,142
50 Cent,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,16.0,1.0,2.0,2.0,102.0,2.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,109
Dave Matthews Band,0.0,0.0,0.0,7.0,1.0,0.0,9.0,0.0,21.0,4.0,1.0,7.0,308.0,5.0,0.0,13.0,24.0,7.0,0.0,1.0,1.0,8.0,10.0,2.0,2.0,5.0,25.0,0.0,4.0,1.0,5.0,3.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,30.0,11.0,1.0,6.0,1.0,22.0,1.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0,13.0,282.0,3.0,9.0,1.0,1.0,19.0,10.0,0.0,0.0,0.0,332
Adele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,3.0,74.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,75
Randy Houser,2.0,0.0,0.0,11.0,3.0,4.0,0.0,1.0,17.0,6.0,1.0,18.0,393.0,6.0,3.0,21.0,51.0,16.0,0.0,4.0,4.0,23.0,13.0,10.0,9.0,4.0,13.0,4.0,8.0,4.0,16.0,9.0,13.0,7.0,0.0,0.0,14.0,7.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,15.0,23.0,7.0,10.0,1.0,9.0,0.0,0.0,4.0,0.0,5.0,5.0,1.0,0.0,30.0,22.0,426.0,4.0,12.0,0.0,1.0,10.0,13.0,4.0,2.0,190.0,444
3OH!3,3.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,22.0,12.0,2.0,14.0,233.0,2.0,1.0,13.0,41.0,3.0,0.0,4.0,2.0,6.0,1.0,3.0,0.0,2.0,5.0,1.0,1.0,0.0,6.0,3.0,5.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,14.0,6.0,2.0,6.0,2.0,9.0,2.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,6.0,12.0,194.0,2.0,3.0,2.0,0.0,9.0,4.0,0.0,2.0,156.0,274
Carly Rae Jepsen,3.0,0.0,0.0,1.0,1.0,2.0,0.0,7.0,13.0,1.0,0.0,31.0,116.0,2.0,0.0,5.0,19.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,13.0,2.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,90.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,51.0,135
The Wanted,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,20.0,1.0,2.0,6.0,226.0,3.0,0.0,6.0,23.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,2.0,0.0,4.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,91.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,249
Brad Paisley,7.0,0.0,2.0,8.0,2.0,3.0,0.0,10.0,27.0,4.0,0.0,53.0,382.0,6.0,2.0,18.0,42.0,8.0,0.0,2.0,2.0,14.0,8.0,6.0,5.0,3.0,9.0,2.0,4.0,2.0,6.0,3.0,10.0,0.0,1.0,2.0,15.0,5.0,4.0,1.0,4.0,3.0,1.0,2.0,0.0,0.0,10.0,18.0,21.0,3.0,21.0,3.0,13.0,3.0,0.0,7.0,0.0,1.0,2.0,3.0,0.0,21.0,28.0,348.0,5.0,5.0,0.0,0.0,8.0,13.0,3.0,2.0,331.0,424
Young Thug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,17
Gary Allan,4.0,0.0,1.0,14.0,4.0,6.0,1.0,0.0,16.0,6.0,2.0,6.0,358.0,4.0,3.0,12.0,47.0,9.0,0.0,5.0,1.0,22.0,6.0,4.0,9.0,14.0,3.0,0.0,3.0,2.0,7.0,11.0,12.0,1.0,3.0,0.0,10.0,4.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,15.0,14.0,16.0,1.0,3.0,12.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,14.0,53.0,398.0,7.0,9.0,1.0,1.0,6.0,17.0,0.0,3.0,314.0,405
Tove Lo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,52.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,68
Zac Brown Band,4.0,0.0,0.0,17.0,2.0,5.0,6.0,1.0,39.0,12.0,0.0,14.0,397.0,7.0,0.0,21.0,88.0,27.0,0.0,2.0,3.0,11.0,7.0,3.0,8.0,5.0,8.0,2.0,6.0,2.0,9.0,8.0,11.0,1.0,1.0,0.0,18.0,2.0,3.0,6.0,6.0,0.0,1.0,0.0,3.0,0.0,11.0,16.0,14.0,4.0,6.0,3.0,16.0,0.0,1.0,12.0,0.0,23.0,2.0,1.0,0.0,33.0,22.0,452.0,4.0,9.0,2.0,1.0,10.0,18.0,1.0,2.0,401.0,485
Kreayshawn,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,7.0,59.0,0.0,0.0,2.0,11.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,56.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,70
Mann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Trace Adkins,0.0,0.0,2.0,13.0,2.0,3.0,0.0,1.0,32.0,9.0,1.0,13.0,367.0,2.0,6.0,23.0,27.0,5.0,0.0,4.0,4.0,13.0,9.0,3.0,5.0,9.0,8.0,0.0,3.0,0.0,8.0,9.0,8.0,1.0,1.0,0.0,12.0,6.0,4.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,11.0,18.0,15.0,5.0,11.0,5.0,19.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,26.0,18.0,381.0,6.0,7.0,0.0,0.0,12.0,8.0,3.0,2.0,277.0,394
