artist,AB,ACT,AK,AL,AR,AZ,Australia,BC,CA,CO,CT,Canada,Concert,DC,DE,FL,Festival,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MB,MD,ME,MI,MN,MO,MS,MT,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NSW,NT,NV,NY,OH,OK,ON,OR,PA,QC,QLD,RI,SA,SC,SD,SK,TAS,TN,TX,US,UT,VA,VIC,VT,WA,WI,WV,WY,headline,total
Troye Sivan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Josh Thompson,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,10.0,2.0,3.0,1.0,373.0,9.0,2.0,23.0,46.0,15.0,0.0,9.0,1.0,33.0,14.0,4.0,5.0,2.0,14.0,0.0,4.0,4.0,16.0,17.0,18.0,5.0,4.0,0.0,17.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,21.0,5.0,1.0,1.0,12.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,34.0,14.0,418.0,0.0,10.0,0.0,0.0,3.0,21.0,5.0,0.0,160.0,419
Eric Paslay,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,157.0,1.0,1.0,1.0,23.0,5.0,0.0,6.0,0.0,16.0,5.0,2.0,6.0,4.0,4.0,0.0,5.0,2.0,5.0,1.0,5.0,1.0,0.0,0.0,9.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,19.0,6.0,179.0,1.0,5.0,0.0,1.0,1.0,6.0,4.0,1.0,67.0,180
Milky Chance,2.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,1.0,0.0,12.0,144.0,1.0,0.0,2.0,33.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,44.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,130.0,177
Chris Medina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11
Nelly,3.0,0.0,1.0,4.0,1.0,1.0,10.0,2.0,17.0,0.0,1.0,14.0,150.0,3.0,0.0,10.0,14.0,2.0,0.0,1.0,0.0,7.0,3.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,10.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,5.0,3.0,6.0,3.0,0.0,6.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,4.0,12.0,132.0,0.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0,83.0,164
OneRepublic,3.0,0.0,1.0,5.0,2.0,3.0,4.0,3.0,27.0,9.0,1.0,15.0,359.0,2.0,0.0,13.0,24.0,3.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,0.0,4.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,6.0,10.0,3.0,5.0,6.0,1.0,8.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,193.0,6.0,1.0,1.0,0.0,10.0,2.0,0.0,0.0,332.0,383
Aaron Lewis,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,32.0,4.0,4.0,3.0,431.0,2.0,6.0,17.0,13.0,6.0,0.0,2.0,1.0,16.0,11.0,2.0,5.0,9.0,17.0,0.0,6.0,2.0,16.0,5.0,19.0,2.0,0.0,0.0,15.0,1.0,4.0,5.0,4.0,0.0,3.0,1.0,0.0,0.0,27.0,28.0,18.0,6.0,2.0,3.0,31.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,12.0,31.0,431.0,5.0,5.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,444
Armin van Buuren,6.0,1.0,0.0,0.0,0.0,1.0,23.0,10.0,25.0,5.0,0.0,26.0,282.0,6.0,0.0,17.0,89.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,23.0,13.0,0.0,0.0,8.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,124.0,0.0,0.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0,371
Mat Kearney,0.0,0.0,0.0,8.0,0.0,1.0,0.0,3.0,28.0,7.0,3.0,8.0,279.0,5.0,2.0,16.0,12.0,8.0,2.0,5.0,2.0,12.0,7.0,2.0,1.0,4.0,9.0,0.0,3.0,2.0,9.0,5.0,6.0,1.0,0.0,0.0,11.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,11.0,3.0,3.0,10.0,11.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,15.0,19.0,281.0,4.0,4.0,0.0,3.0,10.0,6.0,0.0,0.0,191.0,291
Miranda Cosgrove,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,2.0,3.0,1.0,77.0,2.0,1.0,7.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,77.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,71.0,79
Five Finger Death Punch,9.0,0.0,2.0,3.0,3.0,12.0,5.0,4.0,24.0,8.0,2.0,33.0,328.0,2.0,3.0,20.0,150.0,6.0,1.0,7.0,6.0,10.0,6.0,2.0,4.0,3.0,11.0,3.0,3.0,6.0,15.0,4.0,14.0,1.0,5.0,0.0,11.0,5.0,2.0,2.0,7.0,0.0,6.0,0.0,2.0,0.0,9.0,11.0,17.0,10.0,9.0,6.0,14.0,4.0,1.0,5.0,0.0,1.0,2.0,4.0,0.0,12.0,32.0,371.0,2.0,4.0,2.0,1.0,8.0,16.0,2.0,3.0,229.0,478
Kellie Pickler,2.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,11.0,6.0,1.0,8.0,223.0,6.0,5.0,17.0,34.0,2.0,0.0,1.0,1.0,7.0,6.0,2.0,4.0,4.0,5.0,1.0,3.0,2.0,6.0,11.0,8.0,1.0,0.0,0.0,8.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,7.0,17.0,14.0,5.0,5.0,3.0,11.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,17.0,10.0,243.0,3.0,6.0,0.0,0.0,3.0,8.0,1.0,0.0,121.0,257
Don Omar,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,2.0,2.0,85.0,1.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,59.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,79.0,89
Little Mix,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,113.0,1.0,1.0,2.0,15.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,128
Kevin Rudolf,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,16
Van Halen,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,13.0,2.0,0.0,10.0,71.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,60.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,70.0,76
Yolanda Be Cool,0.0,2.0,0.0,0.0,0.0,1.0,27.0,0.0,6.0,3.0,0.0,2.0,46.0,0.0,0.0,9.0,27.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,33.0,73
Lana Del Rey,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,17.0,2.0,1.0,7.0,135.0,1.0,0.0,3.0,31.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,61.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,147.0,166
Seether,7.0,0.0,1.0,6.0,1.0,3.0,10.0,2.0,14.0,8.0,2.0,21.0,365.0,4.0,1.0,15.0,88.0,7.0,0.0,6.0,1.0,10.0,11.0,4.0,3.0,6.0,11.0,1.0,7.0,4.0,15.0,9.0,17.0,2.0,2.0,0.0,11.0,4.0,4.0,2.0,8.0,0.0,3.0,1.0,2.0,0.0,5.0,13.0,18.0,9.0,4.0,2.0,12.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,1.0,8.0,20.0,325.0,4.0,6.0,2.0,0.0,8.0,11.0,2.0,1.0,238.0,453
Tyler Farr,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17
Paramore,0.0,0.0,0.0,1.0,0.0,3.0,27.0,2.0,22.0,4.0,2.0,8.0,268.0,3.0,2.0,13.0,63.0,5.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,3.0,4.0,0.0,5.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,8.0,0.0,2.0,10.0,7.0,1.0,4.0,1.0,10.0,2.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,14.0,174.0,3.0,5.0,5.0,1.0,7.0,3.0,0.0,0.0,0.0,331
Emblem3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,1.0,5.0,108.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,99.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,90.0,112
K. Michelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Arcade Fire,3.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,23.0,2.0,1.0,30.0,169.0,1.0,0.0,2.0,66.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,8.0,2.0,0.0,7.0,1.0,3.0,13.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,7.0,86.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,185.0,235
Lady Antebellum,7.0,0.0,0.0,13.0,3.0,8.0,15.0,3.0,37.0,10.0,1.0,33.0,443.0,3.0,3.0,14.0,47.0,18.0,1.0,8.0,2.0,15.0,7.0,6.0,9.0,5.0,7.0,3.0,6.0,3.0,11.0,6.0,12.0,2.0,1.0,3.0,16.0,3.0,6.0,2.0,2.0,0.0,3.0,0.0,6.0,0.0,11.0,19.0,18.0,7.0,13.0,4.0,15.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,0.0,24.0,29.0,416.0,4.0,5.0,4.0,1.0,5.0,16.0,4.0,4.0,345.0,490
Bonnie McKee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,27.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,28
Swedish House Mafia,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,0.0,0.0,3.0,93.0,0.0,0.0,6.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,81.0,122
Gyptian,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,1.0,1.0,12.0,137.0,4.0,0.0,7.0,16.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,0.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,84.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,115.0,153
Passenger,0.0,1.0,0.0,0.0,0.0,0.0,78.0,6.0,13.0,3.0,0.0,13.0,415.0,3.0,0.0,12.0,23.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,6.0,2.0,0.0,4.0,3.0,4.0,3.0,18.0,0.0,7.0,0.0,0.0,0.0,6.0,2.0,6.0,74.0,0.0,0.0,14.0,0.0,13.0,1.0,0.0,0.0,0.0,438
Willow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22
Cobra Starship,0.0,0.0,0.0,1.0,0.0,1.0,13.0,1.0,15.0,4.0,1.0,3.0,97.0,2.0,0.0,4.0,13.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,6.0,1.0,0.0,2.0,1.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,73.0,2.0,1.0,4.0,0.0,4.0,2.0,0.0,1.0,64.0,110
Snoop Dogg,9.0,0.0,2.0,3.0,2.0,6.0,16.0,5.0,83.0,13.0,5.0,28.0,403.0,2.0,1.0,17.0,104.0,7.0,0.0,1.0,3.0,9.0,9.0,2.0,1.0,5.0,7.0,0.0,1.0,3.0,4.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,6.0,0.0,19.0,16.0,8.0,4.0,8.0,6.0,12.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,32.0,328.0,4.0,3.0,3.0,0.0,10.0,1.0,0.0,0.0,397.0,507
Reba McEntire,7.0,0.0,0.0,3.0,1.0,1.0,0.0,8.0,6.0,1.0,0.0,46.0,194.0,0.0,1.0,7.0,8.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,3.0,8.0,1.0,0.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,16.0,3.0,5.0,9.0,22.0,3.0,7.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,0.0,11.0,9.0,154.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,132.0,202
The 1975,2.0,0.0,0.0,1.0,0.0,1.0,13.0,4.0,14.0,1.0,1.0,12.0,225.0,3.0,0.0,7.0,75.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,12.0,5.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,17.0,113.0,0.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,208.0,300
Vance Joy,7.0,1.0,0.0,1.0,0.0,1.0,50.0,7.0,15.0,3.0,2.0,34.0,183.0,5.0,1.0,0.0,52.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,6.0,6.0,0.0,11.0,7.0,6.0,6.0,8.0,2.0,5.0,1.0,0.0,1.0,0.0,3.0,10.0,116.0,2.0,1.0,16.0,0.0,11.0,3.0,0.0,0.0,108.0,235
Disturbed,2.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0,7.0,3.0,0.0,16.0,107.0,3.0,0.0,4.0,74.0,3.0,0.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,6.0,7.0,2.0,7.0,1.0,6.0,2.0,1.0,2.0,1.0,0.0,5.0,1.0,0.0,1.0,11.0,123.0,1.0,2.0,1.0,1.0,7.0,3.0,0.0,0.0,109.0,181
Mary Lambert,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,16.0,3.0,0.0,9.0,105.0,5.0,0.0,3.0,14.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,110.0,2.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,65.0,119
Three 6 Mafia,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,49.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,51.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,52
Meek Mill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
Boys Like Girls,2.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,12.0,5.0,1.0,13.0,138.0,0.0,0.0,6.0,34.0,2.0,0.0,2.0,1.0,5.0,1.0,1.0,0.0,1.0,7.0,1.0,4.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,6.0,0.0,7.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,11.0,125.0,1.0,1.0,1.0,0.0,5.0,4.0,1.0,1.0,57.0,172
Gym Class Heroes,0.0,0.0,0.0,1.0,0.0,2.0,9.0,1.0,13.0,3.0,0.0,1.0,104.0,1.0,0.0,9.0,39.0,2.0,1.0,2.0,1.0,5.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,109.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,85.0,143
Edens Edge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kelly Clarkson,0.0,0.0,0.0,3.0,0.0,1.0,13.0,1.0,15.0,3.0,2.0,12.0,198.0,3.0,0.0,7.0,24.0,3.0,0.0,0.0,1.0,7.0,4.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,4.0,0.0,6.0,15.0,5.0,0.0,9.0,0.0,9.0,2.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,3.0,11.0,154.0,2.0,2.0,3.0,0.0,9.0,3.0,0.0,0.0,151.0,222
Waka Flocka Flame,5.0,0.0,0.0,8.0,0.0,7.0,5.0,4.0,29.0,7.0,3.0,21.0,330.0,5.0,0.0,18.0,13.0,8.0,1.0,2.0,4.0,8.0,2.0,1.0,1.0,5.0,9.0,0.0,4.0,1.0,12.0,5.0,10.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,6.0,21.0,11.0,4.0,7.0,2.0,10.0,3.0,1.0,7.0,0.0,3.0,0.0,1.0,0.0,7.0,23.0,291.0,4.0,7.0,1.0,1.0,8.0,6.0,0.0,2.0,228.0,343
