artist,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York_x,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington_x,West Virginia,Wisconsin,Wyoming,Abilene-Sweetwater TX,Albany GA,Albany-Schenectady-Troy NY,Albuquerque-Santa Fe NM,Alexandria LA,Alpena MI,Amarillo TX,Anchorage AK,Atlanta GA,Augusta GA,Austin TX,Bakersfield CA,Baltimore MD,Bangor ME,Baton Rouge LA,Beaumont-Port Arthur TX,Bend OR,Billings MT,Biloxi-Gulfport MS,Binghamton NY,Birmingham AL,Bluefield-Beckley-Oak Hill WV,Boise ID,Boston MA-Manchester NH,Bowling Green KY,Buffalo NY,Burlington VT-Plattsburgh NY,Butte-Bozeman MT,Casper-Riverton WY,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,Champaign & Springfield-Decatur IL,Charleston SC,Charleston-Huntington WV,Charlotte NC,Charlottesville VA,Chattanooga TN,Cheyenne WY-Scottsbluff NE,Chicago IL,Chico-Redding CA,Cincinnati OH,Clarksburg-Weston WV,Cleveland-Akron (Canton) OH,Colorado Springs-Pueblo CO,Columbia SC,Columbia-Jefferson City MO,Columbus GA,Columbus OH,Columbus-Tupelo-West Point MS,Corpus Christi TX,Dallas-Ft. Worth TX,Davenport IA-Rock Island-Moline IL,Dayton OH,Denver CO,Des Moines-Ames IA,Detroit MI,Dothan AL,Duluth MN-Superior WI,El Paso TX,Elmira NY,Erie PA,Eugene OR,Eureka CA,Evansville IN,Fairbanks AK,Fargo-Valley City ND,Flint-Saginaw-Bay City MI,Florence-Myrtle Beach SC,Fresno-Visalia CA,Ft. Myers-Naples FL,Ft. Smith-Fayetteville-Springdale-Rogers AR,Ft. Wayne IN,Gainesville FL,Glendive MT,Grand Junction-Montrose CO,Grand Rapids-Kalamazoo-Battle Creek MI,Great Falls MT,Green Bay-Appleton WI,Greensboro-High Point-Winston Salem NC,Greenville-New Bern-Washington NC,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Greenwood-Greenville MS,Harlingen-Weslaco-Brownsville-McAllen TX,Harrisburg-Lancaster-Lebanon-York PA,Harrisonburg VA,Hartford & New Haven CT,Hattiesburg-Laurel MS,Helena MT,Honolulu HI,Houston TX,Huntsville-Decatur (Florence) AL,Idaho Falls-Pocatello ID,Indianapolis IN,Jackson MS,Jackson TN,Jacksonville FL,Johnstown-Altoona PA,Jonesboro AR,Joplin MO-Pittsburg KS,Juneau AK,Kansas City MO,Knoxville TN,La Crosse-Eau Claire WI,Lafayette IN,Lafayette LA,Lake Charles LA,Lansing MI,Laredo TX,Las Vegas NV,Lexington KY,Lima OH,Lincoln & Hastings-Kearney NE,Little Rock-Pine Bluff AR,Los Angeles CA,Louisville KY,Lubbock TX,Macon GA,Madison WI,Mankato MN,Marquette MI,Medford-Klamath Falls OR,Memphis TN,Meridian MS,Miami-Ft. Lauderdale FL,Milwaukee WI,Minneapolis-St. Paul MN,Minot-Bismarck-Dickinson(Williston) ND,Missoula MT,Mobile AL-Pensacola (Ft. Walton Beach) FL,Monroe LA-El Dorado AR,Monterey-Salinas CA,Montgomery (Selma) AL,Nashville TN,New Orleans LA,New York NY,Norfolk-Portsmouth-Newport News VA,North Platte NE,Odessa-Midland TX,Oklahoma City OK,Omaha NE,Orlando-Daytona Beach-Melbourne FL,Ottumwa IA-Kirksville MO,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,Palm Springs CA,Panama City FL,Parkersburg WV,Peoria-Bloomington IL,Philadelphia PA,Phoenix AZ,Pittsburgh PA,Portland OR,Portland-Auburn ME,Presque Isle ME,Providence RI-New Bedford MA,Quincy IL-Hannibal MO-Keokuk IA,Raleigh-Durham (Fayetteville) NC,Rapid City SD,Reno NV,Richmond-Petersburg VA,Roanoke-Lynchburg VA,Rochester MN-Mason City IA-Austin MN,Rochester NY,Rockford IL,Sacramento-Stockton-Modesto CA,Salisbury MD,Salt Lake City UT,San Angelo TX,San Antonio TX,San Diego CA,San Francisco-Oakland-San Jose CA,Santa Barbara-Santa Maria-San Luis Obispo CA,Savannah GA,Seattle-Tacoma WA,Sherman TX-Ada OK,Shreveport LA,Sioux City IA,Sioux Falls(Mitchell) SD,South Bend-Elkhart IN,Spokane WA,Springfield MO,Springfield-Holyoke MA,St. Joseph MO,St. Louis MO,Syracuse NY,Tallahassee FL-Thomasville GA,Tampa-St. Petersburg (Sarasota) FL,Terre Haute IN,Toledo OH,Topeka KS,Traverse City-Cadillac MI,Tri-Cities TN-VA,Tucson (Sierra Vista) AZ,Tulsa OK,Twin Falls ID,Tyler-Longview(Lufkin & Nacogdoches) TX,Utica NY,Victoria TX,Waco-Temple-Bryan TX,Washington DC (Hagerstown MD),Watertown NY,Wausau-Rhinelander WI,West Palm Beach-Ft. Pierce FL,Wheeling WV-Steubenville OH,Wichita Falls TX & Lawton OK,Wichita-Hutchinson KS,Wilkes Barre-Scranton PA,Wilmington NC,Yakima-Pasco-Richland-Kennewick WA,Youngstown OH,Yuma AZ-El Centro CA,Zanesville OH,Akron,Albany,Albuquerque,Ashburn,Atlanta,Auburn,Augusta,Austin,Bakersfield,Baltimore,Baton Rouge,Birmingham,Boise,Boston,Bridgeport,Brockton,Buffalo,Burlington,Cambridge,Charlotte,Chattanooga,Chicago,Chula Vista,Cincinnati,Cleveland,College Station,Colorado Springs,Columbia,Columbus,Compton,Concord,Conway,Corpus Christi,Dallas,Dalton,Dearing,Delray Beach,Denver,Detroit,Durham,El Paso,Elizabeth,Elmhurst,Fayetteville,Fort Worth,Fresno,Greensboro,Hartford,Herndon,Hialeah,Hicksville,Homestead,Honolulu,Houston,Huntsville,Indianapolis,Irvine,Jackson,Jackson,Jacksonville,Jersey City,Kansas City,Knoxville,Lancaster,Las Vegas,Leeds,Lexington,Lincoln,Little Rock,Littleton,London,Long Beach,Los Angeles,Louisville,Lubbock,Macon,Madison,McAllen,Memphis,Miami,Milpitas,Milwaukee,Minneapolis,Mobile,Modesto,Montgomery,Moreno Valley,Nashville,New Orleans,New York_y,Newark,Norfolk,Oakland,Oklahoma City,Omaha,Orlando,Paterson,Peachtree City,Pembroke Pines,Philadelphia,Phoenix,Pittsburgh,Pleasanton,Plymouth Meeting,Portland,Providence,Raleigh,Reston,Richardson,Richmond,Riverside,Rochester,Rocky Mount,Sacramento,Saint Paul,Salt Lake City,San Antonio,San Bernardino,San Diego,San Francisco,San Jose,Santa Ana,Santa Clara,Savannah,Seattle,Sheridan,Spokane,St. Louis,State College,Sterling,Stockbridge,Stockton,Syracuse,Tallahassee,Tampa,Tempe,Toledo,Tucson,Tulsa,Victorville,Virginia Beach,Washington_y,Yonkers
Drake,73,32,71,60,71,49,85,86,72,93,87,40,33,83,72,56,54,65,90,42,86,79,79,54,83,64,32,48,65,49,88,64,100,88,42,78,59,35,82,93,81,50,62,88,29,48,55,46,55,60,32,65,71,52,47,68,0,60,27,66,66,48,63,63,29,63,72,0,26,52,43,50,40,28,55,46,61,39,0,0,41,53,51,43,61,37,41,30,66,36,55,36,62,39,66,46,61,51,63,74,60,47,50,36,41,64,51,31,64,54,47,28,33,45,0,32,47,70,58,54,37,52,49,0,31,51,0,35,56,66,43,100,55,51,44,64,61,0,32,73,40,20,49,63,43,53,35,47,36,0,43,34,30,41,59,50,52,63,52,40,49,32,51,64,52,57,65,39,35,32,24,60,67,77,59,40,35,21,50,69,42,68,47,69,78,70,0,67,43,37,60,0,44,61,48,40,48,67,57,50,27,34,0,75,47,73,37,37,58,44,31,52,62,51,60,23,54,68,47,28,42,56,36,42,62,44,39,42,29,31,60,52,48,54,79,64,46,57,40,34,35,54,36,0,55,65,72,59,44,45,26,71,49,53,43,54,54,44,56,69,0,,,,,65.0,,,,,,,,,,,,,,,69.0,,78.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,62.0,,,,,,,,68.0,,,,,,,67.0,,,,,,,,,,100.0,,,,,,63.0,,,,93.0,62.0,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,60.0,,,,,,,66.0,
Sara Bareilles,43,41,56,40,54,64,68,56,55,47,46,62,78,53,64,59,54,48,40,68,57,76,61,71,35,60,63,63,49,72,57,44,60,52,63,60,48,52,65,66,46,57,50,48,100,73,41,58,42,72,50,0,0,75,0,0,0,0,0,46,0,53,0,58,0,0,0,0,0,0,0,0,0,0,78,0,67,78,0,0,0,0,0,0,48,0,0,0,51,0,53,0,57,0,0,0,0,52,0,0,46,0,0,58,0,52,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,71,0,0,58,0,49,0,0,55,0,70,0,0,64,47,0,0,61,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,58,0,0,0,0,58,44,0,0,70,0,0,0,0,0,38,66,70,0,0,0,0,0,0,47,0,56,44,0,0,46,0,50,0,0,0,0,0,0,61,59,64,50,0,0,66,0,56,0,0,0,0,0,77,0,57,0,100,0,48,55,40,0,0,55,0,0,0,0,0,0,0,0,0,58,71,0,45,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,85.0,,,,,,,72.0,,,,,,,,,,74.0,71.0,,,,72.0,,,,,,,,,,,100.0,,,76.0,83.0,,,,,77.0,,,76.0,,,,,,,,,,,,,,74.0,
Hozier,46,0,59,51,47,67,45,71,37,45,40,42,76,52,64,73,63,64,50,84,56,68,59,65,42,54,100,57,51,64,52,56,57,62,73,65,57,64,77,72,63,65,62,48,65,93,35,55,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,100,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,14.0,,,,,,15.0,,,,,,,,8.0,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,12.0,10.0,,,100.0,14.0,,,,,,,,,,,,,,13.0,,11.0,,,,10.0,,,,,,,,,,,,,,,,,10.0,
Annie Lennox,54,0,65,74,65,84,73,0,85,67,60,54,0,68,67,65,60,69,64,100,55,89,66,73,54,73,0,0,56,88,61,77,85,61,0,71,74,73,77,86,63,0,74,58,74,0,63,76,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,78.0,,,,,,93.0,,,,,,,,,,,,,,,86.0,,,,,,,,,85.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,87.0,,,,,,,100.0,,,,94.0,,,,,,79.0,,,,,94.0,,,,,,,,,,,,,,,88.0,,,,,93.0,,,82.0,,,,,,,,,,,,,,84.0,
Duck Sauce,30,0,70,0,100,68,81,0,69,66,36,49,0,76,51,54,35,29,32,0,66,77,59,50,0,43,0,0,67,73,78,74,91,42,0,45,33,51,63,74,40,0,36,51,60,0,57,60,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,27.0,,,,,,30.0,,,,,,,,29.0,,,,,,,,,,,,,,,,25.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,45.0,,,,,,,26.0,27.0,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,33.0,29.0,,,,,,,,,26.0,,,,,,,,,,,,28.0,
Justin Bieber,84,68,98,85,94,83,82,74,62,94,88,89,82,91,97,93,91,96,88,74,75,83,93,94,84,94,72,88,88,69,93,86,91,85,91,99,86,64,88,82,83,100,88,96,88,66,86,84,82,93,75,87,84,68,67,74,0,90,59,71,64,57,92,59,55,65,75,63,59,76,66,66,75,64,69,61,67,54,50,75,70,63,57,76,69,59,71,68,75,68,70,65,75,59,61,61,57,74,59,80,73,80,69,73,71,76,67,68,81,75,71,53,57,76,0,70,72,70,86,64,75,81,51,0,65,72,67,74,63,53,66,58,96,67,58,68,65,0,76,73,72,65,76,65,83,63,57,72,78,0,79,65,68,65,75,80,59,100,73,70,72,74,63,80,80,83,55,64,83,61,57,63,0,70,72,76,72,59,64,64,60,58,67,69,77,57,0,93,64,70,69,65,73,93,58,71,62,74,81,63,51,64,0,72,68,66,86,68,51,53,78,66,86,76,62,76,81,84,65,65,62,64,66,71,70,86,90,75,68,67,60,78,69,65,56,71,71,69,63,64,74,72,62,86,59,68,0,63,66,60,66,75,70,82,76,72,67,69,72,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,100.0,,,,,,,,91.0,,,,,,,,,,,98.0,,,,,,,,89.0,,,,,,,,87.0,,85.0,,,,,,,87.0,,,,,,,,,,85.0,99.0,,,,,,,,84.0,,,,,84.0,,,95.0,,,,,,,,,,,88.0,,88.0,,,,,,,,,,,,,
Jennifer Lopez,47,42,74,48,81,58,76,58,55,100,59,55,50,74,54,55,52,49,54,51,63,74,55,55,45,48,48,50,72,54,89,81,100,61,52,53,49,54,64,75,52,53,48,81,58,42,54,51,51,57,47,0,0,40,62,0,0,0,0,45,0,45,66,38,0,0,0,0,0,0,0,33,0,44,57,0,49,36,0,0,40,0,0,0,45,0,0,0,61,0,40,0,39,42,42,0,0,41,0,0,50,0,45,46,33,46,0,0,91,0,0,0,0,0,0,0,35,0,61,71,0,0,0,0,0,41,0,47,43,0,38,0,92,43,0,60,0,0,43,56,0,0,40,0,0,42,0,0,0,0,39,0,0,0,0,0,0,0,59,38,0,0,0,68,41,0,0,32,0,0,0,34,0,100,46,42,0,0,33,0,60,0,35,44,80,44,0,0,34,41,61,0,0,0,0,0,0,51,55,38,47,44,0,62,0,47,0,55,40,0,0,37,0,53,0,46,0,68,62,42,57,0,39,0,0,0,0,51,42,0,51,0,35,44,0,61,0,40,0,0,0,58,40,0,0,0,0,42,46,0,0,68,0,0,52,49,0,0,0,0,0,,,34.0,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,100.0,,,,35.0,,,,,,,,,,,34.0,,,,,,,,37.0,,,,,,,43.0,,,,,,,,,,46.0,,,,,,30.0,,,,27.0,30.0,,,,,,,,,,,,,,,,39.0,,29.0,,27.0,,,,,,,,,,,,,,,,,,,,,,
Thompson Square,57,0,22,47,10,30,17,0,0,23,32,0,45,27,53,70,45,76,31,48,20,21,40,44,45,45,54,55,13,34,10,40,15,47,93,48,52,19,32,0,48,75,54,31,34,0,19,19,100,51,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,83.0,,,,,49.0,,,,66.0,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,52.0,,,,,,,,,,,,,,,
Lifehouse,73,50,57,78,56,69,58,49,56,56,62,49,86,66,85,80,74,92,59,94,47,63,77,81,61,89,88,89,51,82,57,63,54,68,95,83,73,52,76,60,61,100,74,65,82,70,62,59,93,75,85,0,0,66,0,0,0,0,0,53,0,45,0,44,0,0,0,0,0,0,0,60,0,0,59,0,61,0,0,0,0,0,0,99,60,0,0,0,56,0,66,0,69,0,0,0,0,77,0,0,62,0,80,59,77,60,0,0,0,0,0,0,0,0,0,0,100,0,59,0,0,0,0,0,0,67,0,0,56,0,62,0,0,63,0,65,0,0,44,45,0,0,72,0,0,56,0,0,0,0,66,0,0,0,0,0,0,0,42,83,0,0,0,46,85,0,0,63,0,0,0,0,0,40,53,72,0,0,0,0,0,0,59,0,45,48,0,0,60,73,55,0,0,0,0,0,0,57,53,68,44,94,0,58,0,52,0,0,0,0,0,0,0,45,0,73,0,52,42,43,0,0,45,0,0,0,0,0,0,0,0,0,74,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,73,0,0,0,0,0,,,,82.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,72.0,,,,73.0,,,,,,,,,,,,,,,,,,80.0,69.0,,,,,,,,,,,,,,,,68.0,,,,,,,,,,79.0,,,,,,,,,,,,,77.0,,,,,69.0,,,,,,,83.0,100.0,,,,,,,93.0,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,
Macklemore,36,53,51,38,41,67,48,43,20,39,34,42,79,48,58,82,51,45,32,67,42,53,56,78,26,47,100,65,44,66,37,57,41,46,76,54,42,66,51,50,39,71,40,37,65,79,26,100,53,73,71,0,0,44,55,0,0,0,0,31,0,38,36,35,0,0,0,0,0,0,0,35,0,68,46,0,51,68,0,0,68,56,43,46,39,0,42,0,40,61,54,0,45,63,33,0,0,43,0,0,28,68,46,59,68,42,0,85,39,0,0,100,0,52,0,73,54,0,36,44,37,54,0,0,0,60,0,60,35,47,36,0,29,51,0,45,0,0,41,32,35,0,52,0,0,38,60,0,0,0,43,43,74,0,0,0,69,0,34,42,0,67,34,39,40,0,0,68,0,0,0,26,0,27,61,66,71,0,32,0,52,0,36,27,35,36,0,0,35,56,32,0,55,0,0,0,58,38,48,47,59,58,0,52,0,36,0,53,33,40,66,44,0,40,0,55,0,35,42,24,48,0,93,0,0,83,62,44,92,45,56,0,35,52,0,35,0,47,59,73,0,46,38,0,0,0,0,43,20,0,73,31,0,0,49,49,0,87,52,0,0,,,70.0,,,,,48.0,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,51.0,,,,,,,42.0,,,,,,,,,,38.0,43.0,,,,77.0,,,,,,,,,,,,43.0,,47.0,,51.0,,,,100.0,,,,,,,,,,,,,,,,,,
Rob Thomas,62,0,65,67,44,64,72,50,55,55,54,46,71,60,70,71,62,75,57,100,50,70,73,71,57,80,71,76,54,85,63,70,63,60,89,75,56,49,70,66,61,93,64,58,76,63,50,55,66,71,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,100,0,0,0,0,0,0,0,78,0,0,71,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,54,0,78,0,0,0,0,0,0,0,0,70,0,0,0,0,0,71,0,0,0,0,0,0,76,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,41,0,0,66,0,0,0,0,0,0,0,0,0,86,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,69.0,,,,,,,,,68.0,,,,,,,,,,,,,,,67.0,,,,,,,,,74.0,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,78.0,,,,,,,,,,,,,78.0,,,,,79.0,,,,,,,80.0,100.0,,,,,,,93.0,,,,,,,,,,,,93.0,,,,,,,74.0,,,,,,,63.0,
B.o.B ,64,58,62,59,58,65,67,60,76,67,78,55,63,64,68,72,67,68,60,76,62,69,76,77,68,78,68,70,55,71,65,55,63,70,81,78,56,48,69,64,69,100,59,62,62,68,62,58,53,84,74,0,0,73,52,0,0,0,0,77,0,47,0,66,0,0,0,0,0,0,0,74,0,0,71,0,61,69,0,0,69,0,0,0,61,0,0,0,64,0,74,0,74,80,80,0,0,67,0,0,72,0,73,61,57,67,0,0,0,0,0,0,0,0,0,0,85,0,61,0,0,0,0,0,0,79,0,75,57,0,54,0,0,64,0,65,0,0,53,54,0,0,69,84,0,63,80,0,0,0,68,0,99,0,0,0,0,0,49,60,0,0,70,58,77,0,0,72,0,0,0,63,0,57,78,74,0,0,59,0,0,0,59,62,60,50,0,0,59,67,67,0,0,0,0,0,0,68,64,66,48,80,0,57,0,69,0,0,64,60,0,69,0,62,0,62,0,56,53,47,0,71,57,0,0,0,100,0,68,0,80,0,89,61,0,67,0,72,0,0,0,76,0,0,0,0,0,67,66,0,0,64,0,0,64,70,0,0,0,0,0,,,,88.0,89.0,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,76.0,,,,,,,,,,,,,,,,,78.0,,,,,,,,,76.0,,,,,,,,,,,,,75.0,,,,,72.0,,80.0,,,,,95.0,97.0,,,,,,,,,,,,,,,,,,,95.0,,,,,,,75.0,,,,,,,75.0,
Wisin,6,5,24,14,58,18,31,13,30,44,17,4,11,21,9,9,14,7,9,3,15,27,6,9,11,8,0,12,25,8,35,22,37,16,4,6,10,10,15,31,9,7,8,41,14,11,100,11,3,11,11,0,0,0,11,0,0,0,0,11,0,13,0,6,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,9,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,19,0,0,12,0,4,0,0,38,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,8,0,0,0,68,9,0,15,0,0,0,20,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,100,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,39,8,6,0,0,0,0,16,0,5,7,24,0,0,0,6,0,22,0,0,0,0,0,0,13,12,0,6,0,0,16,0,8,0,0,0,0,0,0,0,10,0,8,0,25,18,65,12,0,6,0,0,0,0,0,0,0,22,0,3,0,0,18,0,0,0,0,0,14,0,0,0,0,0,11,55,0,0,24,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,26.0,,,,,,,,15.0,33.0,,,,15.0,,,15.0,,,,,,,,,,,,,,,,,,,,,39.0,,28.0,100.0,,,,,,,,,16.0,18.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,92.0,,,,,16.0,,,,,,,,
The Game,92,71,97,87,97,83,86,84,81,87,93,67,78,86,87,79,81,90,98,86,82,91,92,79,100,89,80,82,94,86,85,88,92,92,80,96,85,70,94,93,93,99,85,90,79,73,71,82,82,84,78,67,91,69,80,0,0,65,52,71,65,59,100,68,73,85,72,0,0,87,73,70,0,73,74,65,64,56,0,0,68,62,73,69,73,53,63,0,74,60,76,0,74,70,82,60,70,70,81,71,72,61,68,67,56,78,0,71,65,0,65,65,0,67,0,68,75,73,88,64,66,74,57,0,0,68,0,63,65,74,65,0,58,71,0,72,0,0,58,69,72,0,66,87,70,70,68,0,0,0,74,58,63,0,81,0,63,77,78,76,0,60,79,96,79,66,76,61,0,0,75,72,0,67,70,64,73,69,67,0,67,87,62,74,77,74,0,70,65,68,72,0,68,94,0,0,61,75,79,70,55,67,0,82,0,74,92,73,70,64,63,69,79,74,73,64,0,71,71,52,77,65,67,0,73,70,70,68,69,59,69,0,74,68,72,63,0,66,66,58,71,73,57,0,63,75,0,62,63,0,75,68,0,0,68,76,70,84,83,0,0,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,95.0,,,,,,,,80.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,77.0,,,,,,73.0,,,,77.0,83.0,,,,,,,,85.0,,,,,71.0,,,,,73.0,,,,,,,,,75.0,,,,,,,71.0,,,,,,,,
