artist,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York_x,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington_x,West Virginia,Wisconsin,Wyoming,Abilene-Sweetwater TX,Albany GA,Albany-Schenectady-Troy NY,Albuquerque-Santa Fe NM,Alexandria LA,Alpena MI,Amarillo TX,Anchorage AK,Atlanta GA,Augusta GA,Austin TX,Bakersfield CA,Baltimore MD,Bangor ME,Baton Rouge LA,Beaumont-Port Arthur TX,Bend OR,Billings MT,Biloxi-Gulfport MS,Binghamton NY,Birmingham AL,Bluefield-Beckley-Oak Hill WV,Boise ID,Boston MA-Manchester NH,Bowling Green KY,Buffalo NY,Burlington VT-Plattsburgh NY,Butte-Bozeman MT,Casper-Riverton WY,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,Champaign & Springfield-Decatur IL,Charleston SC,Charleston-Huntington WV,Charlotte NC,Charlottesville VA,Chattanooga TN,Cheyenne WY-Scottsbluff NE,Chicago IL,Chico-Redding CA,Cincinnati OH,Clarksburg-Weston WV,Cleveland-Akron (Canton) OH,Colorado Springs-Pueblo CO,Columbia SC,Columbia-Jefferson City MO,Columbus GA,Columbus OH,Columbus-Tupelo-West Point MS,Corpus Christi TX,Dallas-Ft. Worth TX,Davenport IA-Rock Island-Moline IL,Dayton OH,Denver CO,Des Moines-Ames IA,Detroit MI,Dothan AL,Duluth MN-Superior WI,El Paso TX,Elmira NY,Erie PA,Eugene OR,Eureka CA,Evansville IN,Fairbanks AK,Fargo-Valley City ND,Flint-Saginaw-Bay City MI,Florence-Myrtle Beach SC,Fresno-Visalia CA,Ft. Myers-Naples FL,Ft. Smith-Fayetteville-Springdale-Rogers AR,Ft. Wayne IN,Gainesville FL,Glendive MT,Grand Junction-Montrose CO,Grand Rapids-Kalamazoo-Battle Creek MI,Great Falls MT,Green Bay-Appleton WI,Greensboro-High Point-Winston Salem NC,Greenville-New Bern-Washington NC,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Greenwood-Greenville MS,Harlingen-Weslaco-Brownsville-McAllen TX,Harrisburg-Lancaster-Lebanon-York PA,Harrisonburg VA,Hartford & New Haven CT,Hattiesburg-Laurel MS,Helena MT,Honolulu HI,Houston TX,Huntsville-Decatur (Florence) AL,Idaho Falls-Pocatello ID,Indianapolis IN,Jackson MS,Jackson TN,Jacksonville FL,Johnstown-Altoona PA,Jonesboro AR,Joplin MO-Pittsburg KS,Juneau AK,Kansas City MO,Knoxville TN,La Crosse-Eau Claire WI,Lafayette IN,Lafayette LA,Lake Charles LA,Lansing MI,Laredo TX,Las Vegas NV,Lexington KY,Lima OH,Lincoln & Hastings-Kearney NE,Little Rock-Pine Bluff AR,Los Angeles CA,Louisville KY,Lubbock TX,Macon GA,Madison WI,Mankato MN,Marquette MI,Medford-Klamath Falls OR,Memphis TN,Meridian MS,Miami-Ft. Lauderdale FL,Milwaukee WI,Minneapolis-St. Paul MN,Minot-Bismarck-Dickinson(Williston) ND,Missoula MT,Mobile AL-Pensacola (Ft. Walton Beach) FL,Monroe LA-El Dorado AR,Monterey-Salinas CA,Montgomery (Selma) AL,Nashville TN,New Orleans LA,New York NY,Norfolk-Portsmouth-Newport News VA,North Platte NE,Odessa-Midland TX,Oklahoma City OK,Omaha NE,Orlando-Daytona Beach-Melbourne FL,Ottumwa IA-Kirksville MO,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,Palm Springs CA,Panama City FL,Parkersburg WV,Peoria-Bloomington IL,Philadelphia PA,Phoenix AZ,Pittsburgh PA,Portland OR,Portland-Auburn ME,Presque Isle ME,Providence RI-New Bedford MA,Quincy IL-Hannibal MO-Keokuk IA,Raleigh-Durham (Fayetteville) NC,Rapid City SD,Reno NV,Richmond-Petersburg VA,Roanoke-Lynchburg VA,Rochester MN-Mason City IA-Austin MN,Rochester NY,Rockford IL,Sacramento-Stockton-Modesto CA,Salisbury MD,Salt Lake City UT,San Angelo TX,San Antonio TX,San Diego CA,San Francisco-Oakland-San Jose CA,Santa Barbara-Santa Maria-San Luis Obispo CA,Savannah GA,Seattle-Tacoma WA,Sherman TX-Ada OK,Shreveport LA,Sioux City IA,Sioux Falls(Mitchell) SD,South Bend-Elkhart IN,Spokane WA,Springfield MO,Springfield-Holyoke MA,St. Joseph MO,St. Louis MO,Syracuse NY,Tallahassee FL-Thomasville GA,Tampa-St. Petersburg (Sarasota) FL,Terre Haute IN,Toledo OH,Topeka KS,Traverse City-Cadillac MI,Tri-Cities TN-VA,Tucson (Sierra Vista) AZ,Tulsa OK,Twin Falls ID,Tyler-Longview(Lufkin & Nacogdoches) TX,Utica NY,Victoria TX,Waco-Temple-Bryan TX,Washington DC (Hagerstown MD),Watertown NY,Wausau-Rhinelander WI,West Palm Beach-Ft. Pierce FL,Wheeling WV-Steubenville OH,Wichita Falls TX & Lawton OK,Wichita-Hutchinson KS,Wilkes Barre-Scranton PA,Wilmington NC,Yakima-Pasco-Richland-Kennewick WA,Youngstown OH,Yuma AZ-El Centro CA,Zanesville OH,Akron,Albany,Albuquerque,Ashburn,Atlanta,Auburn,Augusta,Austin,Bakersfield,Baltimore,Baton Rouge,Birmingham,Boise,Boston,Bridgeport,Brockton,Buffalo,Burlington,Cambridge,Charlotte,Chattanooga,Chicago,Chula Vista,Cincinnati,Cleveland,College Station,Colorado Springs,Columbia,Columbus,Compton,Concord,Conway,Corpus Christi,Dallas,Dalton,Dearing,Delray Beach,Denver,Detroit,Durham,El Paso,Elizabeth,Elmhurst,Fayetteville,Fort Worth,Fresno,Greensboro,Hartford,Herndon,Hialeah,Hicksville,Homestead,Honolulu,Houston,Huntsville,Indianapolis,Irvine,Jackson,Jackson,Jacksonville,Jersey City,Kansas City,Knoxville,Lancaster,Las Vegas,Leeds,Lexington,Lincoln,Little Rock,Littleton,London,Long Beach,Los Angeles,Louisville,Lubbock,Macon,Madison,McAllen,Memphis,Miami,Milpitas,Milwaukee,Minneapolis,Mobile,Modesto,Montgomery,Moreno Valley,Nashville,New Orleans,New York_y,Newark,Norfolk,Oakland,Oklahoma City,Omaha,Orlando,Paterson,Peachtree City,Pembroke Pines,Philadelphia,Phoenix,Pittsburgh,Pleasanton,Plymouth Meeting,Portland,Providence,Raleigh,Reston,Richardson,Richmond,Riverside,Rochester,Rocky Mount,Sacramento,Saint Paul,Salt Lake City,San Antonio,San Bernardino,San Diego,San Francisco,San Jose,Santa Ana,Santa Clara,Savannah,Seattle,Sheridan,Spokane,St. Louis,State College,Sterling,Stockbridge,Stockton,Syracuse,Tallahassee,Tampa,Tempe,Toledo,Tucson,Tulsa,Victorville,Virginia Beach,Washington_y,Yonkers
Gwyneth Paltrow,85,0,69,73,67,77,87,0,81,62,75,89,80,78,93,90,75,89,59,88,67,93,78,85,68,80,0,85,60,84,62,0,78,76,0,75,77,70,73,0,80,0,100,67,88,0,54,76,97,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,83.0,,,,,,99.0,,,,,,,,86.0,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,86.0,,,,,,,,,,81.0,,,,,,,98.0,,,,,,,,,,,80.0,,,,87.0,,,,,,,,,,,,79.0,,,100.0,,,,,96.0,,,83.0,,,,,,,,,,,,,,96.0,
Danny Gokey,34,0,23,45,21,24,35,0,40,26,28,0,0,29,35,33,38,43,35,0,22,28,32,35,0,42,0,0,0,0,26,0,25,33,0,38,39,24,32,0,31,0,42,31,0,0,28,28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,35.0,,,,,,,,,27.0,,,,,,,,27.0,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39.0,,,,,,,,,,,,,34.0,,,,,32.0,,,,,,,56.0,52.0,,,,,,,,,,,27.0,,,,,,,,44.0,,,,,,,33.0,,,,,,,32.0,
Of Monsters And Men,35,55,59,38,55,89,57,71,30,42,39,45,77,60,65,69,55,50,30,83,57,67,67,67,25,53,100,57,43,85,51,62,45,50,68,62,43,65,78,57,48,60,42,42,87,91,38,65,50,75,67,0,0,0,0,0,0,0,0,37,0,0,0,65,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,63,0,0,0,0,64,0,0,38,0,0,100,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,67,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,78,71,0,0,0,0,0,0,0,0,41,0,0,0,0,0,40,0,0,0,0,0,0,72,50,73,57,0,0,0,0,45,0,0,0,0,0,0,0,51,0,81,0,0,60,34,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,76.0,,,,,,60.0,,,,,,,,51.0,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,90.0,,,,,,,,48.0,,,,,,,,,,74.0,51.0,,,,96.0,,,,,,,,,,,,,,70.0,55.0,67.0,,,,64.0,,,,,,,,,,,,,,,,,,
Gucci Mane,92,13,18,43,12,14,12,20,43,42,70,8,6,43,39,19,18,34,28,10,46,12,44,20,100,37,8,17,12,8,16,15,16,55,13,46,19,7,18,14,73,11,53,26,4,20,25,14,22,30,10,0,59,8,10,0,0,0,0,38,59,8,0,30,0,17,0,0,0,34,0,61,0,0,7,0,13,11,0,0,14,19,40,12,32,14,25,0,28,0,25,0,30,9,50,15,52,24,67,0,24,15,23,9,11,34,36,0,11,0,0,0,0,17,0,0,23,55,8,15,10,20,23,0,0,20,0,10,30,27,27,100,6,7,0,6,0,0,6,11,35,0,26,64,47,27,0,45,0,0,14,15,11,0,12,0,17,0,8,17,0,11,36,7,26,0,54,13,0,0,0,69,90,19,26,12,0,0,33,29,0,73,22,16,9,22,0,0,11,11,23,0,21,0,26,0,17,12,11,16,4,6,0,8,0,36,0,0,29,20,0,18,0,8,0,3,0,12,5,6,0,43,11,0,24,0,0,17,0,10,7,0,29,8,44,26,0,27,0,0,11,9,9,0,14,0,0,13,16,0,0,31,0,0,10,6,27,0,17,0,0,,,,,64.0,,,,,52.0,,100.0,,,,,,,,46.0,,,,,63.0,,,71.0,,,,,,,,,64.0,,62.0,,,,,,,,51.0,,,,,,,,,45.0,,87.0,87.0,,,,,,,,,,,,,,,,,,,,96.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,
Jazmine Sullivan,68,0,12,42,18,11,28,51,64,38,70,19,0,31,24,10,15,22,71,0,54,20,33,14,100,33,0,13,17,0,35,10,35,62,0,28,22,7,36,24,67,0,43,32,7,0,32,13,14,18,0,0,0,0,0,0,0,0,0,60,0,0,0,55,0,0,0,0,0,0,0,57,0,0,17,0,0,0,0,0,0,0,0,0,50,0,0,0,28,0,0,0,32,0,0,0,0,0,0,0,34,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,34,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,100,0,37,0,0,0,0,0,0,0,0,0,57,34,61,0,0,0,0,26,0,0,0,0,0,0,48,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,17,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,34,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,73.0,,,,,67.0,77.0,75.0,,,,,,,,58.0,,,,,,,,74.0,,,,,,,,,,,64.0,,,,,,,,80.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,73.0,,,75.0,,,,,,,,63.0,,,,,,,,,,56.0,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim McGraw,58,34,41,59,20,46,31,36,27,38,46,20,60,35,65,75,61,87,50,73,30,34,54,51,49,65,70,69,29,50,23,56,25,58,82,68,58,33,47,30,59,84,65,45,50,58,31,35,100,62,69,0,0,50,61,0,0,0,0,41,0,41,0,34,95,41,0,0,0,0,0,55,0,60,34,0,47,63,0,0,65,56,52,100,54,69,60,0,28,0,64,0,61,50,48,0,0,59,0,65,40,73,74,46,70,39,0,0,36,0,0,43,0,78,0,84,76,69,37,39,52,58,0,0,0,58,0,74,48,62,63,0,35,49,0,32,0,0,20,38,66,0,58,42,0,45,61,0,0,0,60,83,76,0,61,0,56,0,22,89,0,80,54,17,74,0,60,42,0,0,0,42,0,16,39,44,0,0,53,0,0,0,66,40,16,36,0,0,46,63,38,0,78,0,0,0,60,31,41,59,28,63,0,31,0,50,0,0,45,62,0,39,0,30,0,49,0,50,21,11,0,60,31,0,55,84,93,49,56,78,41,0,53,50,51,42,0,66,0,0,86,38,47,0,51,0,0,54,23,0,80,34,0,0,66,59,0,0,73,0,0,,,,,62.0,,,54.0,,,,,,,,,,,,,,,,,,,,,82.0,,,,,59.0,,,,65.0,,,,,,,,,,,,,,,,61.0,,82.0,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,60.0,,,,50.0,,,,56.0,,,,,,,,81.0,,,,,,,,,,,80.0,,,,,,,61.0,,,,,,,,
My Darkest Days,34,0,24,33,7,24,16,0,0,15,21,0,55,22,34,75,37,37,17,47,13,12,44,33,25,31,72,50,18,35,9,26,12,26,71,42,41,22,32,0,26,67,30,15,32,0,14,24,60,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,49.0,,,,,,,,,41.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,10.0,,,,67.0,71.0,,,,,,43.0,,,,38.0,,,,,,,,,,,,32.0,,,,,,,,29.0,,100.0,37.0,,,,,,,,,,,,,,,
Yellowcard,38,0,60,42,52,60,61,53,45,54,44,60,81,58,63,62,57,49,37,50,52,57,67,50,39,66,45,78,56,66,69,53,56,48,71,64,49,36,83,54,45,62,43,51,100,45,48,46,51,68,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,66,0,0,0,0,0,0,0,49,0,0,57,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,45,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,38,0,51,0,0,0,0,0,0,0,0,59,0,0,0,0,0,60,0,0,0,0,0,0,72,68,92,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,100,0,0,45,38,0,0,42,0,0,0,0,0,0,0,0,0,64,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,57.0,,,,,,,,,,,57.0,,,,,,,,64.0,,,,,,,,61.0,,,,,,,,60.0,,,,,,,,,,52.0,,,,,,,,,,,,,59.0,,,,65.0,62.0,,,,,,,,64.0,,,,,,,100.0,59.0,,,,,,,,,,,73.0,,,,,,,61.0,,,,,,,,
Adam Lambert,64,58,69,78,65,72,80,57,85,68,72,55,76,65,76,71,75,82,68,88,57,79,76,77,65,99,75,75,67,82,77,62,78,69,76,87,78,64,84,77,66,100,73,72,89,74,77,77,75,87,82,0,0,67,53,0,0,0,0,68,0,55,0,56,0,0,0,0,0,0,0,60,0,0,68,0,61,0,0,0,0,0,0,0,61,0,0,0,55,0,64,0,78,0,0,0,0,73,0,0,71,0,90,63,0,66,0,0,0,0,0,0,0,0,0,0,88,0,59,0,0,0,0,0,0,57,0,0,61,0,62,0,0,61,0,67,0,0,52,52,0,0,71,0,0,53,0,0,0,0,76,0,0,0,0,0,0,0,61,77,0,0,71,55,81,0,0,73,0,0,0,59,0,45,65,65,0,0,0,0,0,0,73,49,67,51,0,0,73,78,65,0,0,0,0,0,0,78,63,69,58,89,0,62,0,63,0,0,0,0,0,65,0,56,0,82,0,59,54,55,0,0,72,0,0,0,100,0,0,0,0,0,86,73,0,56,0,75,0,0,0,60,0,0,0,0,0,0,69,0,0,62,0,0,0,86,0,0,0,0,0,,,,80.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,60.0,,,,,,,,62.0,,,60.0,,62.0,,,,,,,66.0,,,,,86.0,85.0,,,,,,,75.0,,,,,,,,,62.0,,,87.0,,,,,,,68.0,,,,,,,,
Uncle Kracker,49,45,33,56,21,45,38,33,30,34,39,25,59,36,63,74,53,72,41,85,27,35,65,52,48,67,69,63,26,55,31,43,28,48,85,62,51,34,47,33,54,100,54,33,44,61,31,38,81,59,84,0,0,0,0,0,0,0,0,42,0,0,0,44,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,68,0,0,0,37,0,64,0,69,0,0,0,0,73,0,0,44,0,0,57,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,82,0,0,0,0,53,0,0,0,32,0,0,69,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,24,78,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,29,0,0,0,0,0,45,0,0,0,0,0,0,44,43,90,45,0,0,0,0,51,0,0,0,0,0,0,0,46,0,51,0,0,0,19,0,0,48,0,0,0,0,0,0,0,0,0,74,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,62.0,,,,,,,,,,,,,,,54.0,,,,,,,,,77.0,,,,,51.0,,,,65.0,,,,,,,,,,,84.0,,,,,,,78.0,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,63.0,,,,,,,,,,,,,57.0,,,,,51.0,,,,52.0,,,,65.0,,,,,,,,,,,,,,,,52.0,,,100.0,,,,,,,,,,,,,,,
George Strait,55,27,46,66,13,42,13,21,18,27,35,18,50,22,44,58,58,73,53,40,18,13,29,33,53,53,83,57,20,24,11,96,13,45,100,42,75,24,27,13,47,95,59,76,39,36,21,24,81,35,82,0,0,24,60,0,0,0,0,21,0,47,0,14,0,0,0,0,0,0,0,35,0,34,10,0,21,0,0,0,34,35,0,56,28,0,49,0,10,0,29,0,23,35,0,0,0,27,0,100,33,0,36,25,40,13,0,0,42,0,0,0,0,0,0,63,29,0,20,0,0,0,0,0,0,24,0,0,28,41,35,0,49,24,0,10,0,0,0,41,37,0,29,36,0,27,0,0,0,0,36,45,0,0,0,0,0,0,12,62,0,45,45,7,39,0,0,24,0,0,0,26,0,5,15,22,82,0,33,0,0,0,36,27,5,18,0,0,45,29,18,0,50,0,0,0,0,10,29,27,14,24,0,0,0,23,0,0,0,40,0,0,0,17,0,27,0,64,10,5,0,0,15,0,57,0,52,0,27,50,0,0,23,0,0,19,0,0,0,0,54,33,42,0,76,0,0,62,10,0,0,16,0,0,54,24,0,0,0,0,0,,,62.0,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,35.0,,,,25.0,,,44.0,,,,51.0,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,35.0,,,,44.0,,,,,,,,,,,,,,,,44.0,,,,,,,28.0,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,24.0,,,,,,,,,,39.0,,,,,
Martin Solveig,30,0,79,0,100,71,77,0,58,70,38,75,61,91,50,59,45,36,35,0,68,87,58,56,0,45,0,56,80,57,82,77,84,47,0,51,39,54,65,75,41,0,39,65,75,0,42,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,38.0,,,,,,36.0,,,,,,,,37.0,,,,,,,,,,,,,,,,34.0,,,100.0,,,,,,,,,,,,,30.0,,,,,,,,,,,47.0,,,,,,,,49.0,,,,,,,31.0,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,52.0,41.0,48.0,,,,,,,,,,,,,,,,,,,,,30.0,
Pistol Annies,43,0,15,47,7,18,8,0,0,16,26,0,25,16,38,36,33,86,25,25,13,8,23,21,34,35,44,34,10,17,6,26,8,36,47,29,51,17,19,0,39,38,56,22,12,0,14,15,100,22,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,12.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,32.0,,,,100.0,,2.0,13.0,,,,,,,,,,,,,,,,2.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pink,74,73,86,81,81,93,77,72,65,81,74,66,91,83,90,89,82,94,70,98,71,83,87,86,69,92,98,88,79,88,77,87,80,78,93,97,85,80,92,77,76,97,78,84,97,83,71,83,93,92,100,62,73,79,80,0,0,72,61,62,57,63,71,66,90,56,65,0,92,65,88,61,86,80,71,68,79,80,0,0,81,73,64,82,60,69,78,85,73,77,71,90,80,75,60,67,56,76,56,68,68,74,83,81,74,68,0,98,70,85,79,74,100,83,0,76,75,59,63,65,70,70,68,0,90,75,0,74,59,61,68,0,60,73,67,70,0,0,57,65,68,71,73,52,63,58,80,0,84,0,77,68,79,59,58,0,72,69,71,78,0,73,66,70,78,68,53,74,72,85,73,57,0,59,71,69,74,83,63,54,59,59,61,64,67,57,0,73,69,73,65,0,75,66,76,0,70,72,72,77,64,91,0,71,75,58,87,74,59,67,80,65,75,63,68,86,0,66,68,56,64,59,69,85,66,81,81,72,74,84,80,0,72,74,55,64,75,80,68,83,83,67,73,0,63,82,0,57,63,84,80,62,0,76,74,85,65,74,80,65,0,,,,,,,,79.0,,,,,,,,,,,,,,80.0,,,,,,,84.0,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,88.0,,,,,,,,,,81.0,,,,,,,81.0,,,,,,,,,,,90.0,,,,87.0,,,,,,,,,,,100.0,82.0,,79.0,,,,,,81.0,,,90.0,,,,,,,,,,,,,,,
