track_id,artist,artist_id,track,track_id,peak,span,span_peak,span10,span40,week_entered,week_peaked
26982,Michelle Chamuel,8299.0,Why,26982,92,1,1,0,0,2013-07-07 00:00:00,2013-07-07 00:00:00
28432,Nicki Minaj,8134.0,Fly,28432,19,20,1,0,10,2010-12-12 00:00:00,2011-12-11 00:00:00
13086,Estelle,7957.0,Thank You,13086,100,1,1,0,0,2012-03-18 00:00:00,2012-03-18 00:00:00
22491,Justin Bieber,8047.0,PYD,22491,54,1,1,0,0,2013-12-08 00:00:00,2013-12-08 00:00:00
8023,Christina Grimmie,8376.0,How To Love,8023,79,1,1,0,0,2014-05-25 00:00:00,2014-05-25 00:00:00
36235,Taylor Swift,7850.0,Everything Has Changed,36235,32,20,1,0,3,2012-11-11 00:00:00,2013-10-27 00:00:00
22635,Kanye West,6675.0,All Of The Lights,22635,25,14,2,0,6,2010-12-12 00:00:00,2011-04-03 00:00:00
39587,Wiz Khalifa,8126.0,The Race,39587,66,1,1,0,0,2011-03-27 00:00:00,2011-03-27 00:00:00
25611,Madonna,4076.0,Give Me All Your Luvin',25611,10,6,1,1,3,2012-02-19 00:00:00,2012-02-26 00:00:00
22590,K'Naan,8026.0,Wavin' Flag,22590,82,6,1,0,0,2010-06-27 00:00:00,2010-07-04 00:00:00
28173,Nelly,6700.0,Just A Dream,28173,3,28,2,17,25,2010-09-05 00:00:00,2010-10-24 00:00:00
23958,Lee Brice,8103.0,Parking Lot Party,23958,62,19,1,0,0,2013-07-14 00:00:00,2013-10-06 00:00:00
16224,Glee Cast,8043.0,(I've Had) The Time Of My Life,16224,38,1,1,0,1,2010-12-19 00:00:00,2010-12-19 00:00:00
12958,Eric Church,7830.0,Cold One,12958,88,6,1,0,0,2014-08-24 00:00:00,2014-09-14 00:00:00
28416,Nicki Minaj,8134.0,High School,28416,64,14,1,0,0,2013-04-21 00:00:00,2013-06-09 00:00:00
36563,TeeFLii,8409.0,24 Hours,36563,85,7,1,0,0,2014-09-14 00:00:00,2014-10-12 00:00:00
19532,Jaheim,7079.0,Finding My Way Back,19532,95,1,1,0,0,2010-07-04 00:00:00,2010-07-04 00:00:00
39581,Wiz Khalifa,8126.0,Let It Go,39581,87,1,1,0,0,2012-12-23 00:00:00,2012-12-23 00:00:00
36230,Taylor Swift,7850.0,State Of Grace,36230,13,1,1,0,1,2012-11-04 00:00:00,2012-11-04 00:00:00
7913,Chris Brown,7750.0,Beautiful People,7913,43,4,1,0,0,2011-09-18 00:00:00,2011-09-18 00:00:00
12722,Eminem,6716.0,Won't Back Down,12722,62,1,1,0,0,2010-07-11 00:00:00,2010-07-11 00:00:00
31012,Prince Royce,8314.0,Darte Un Beso,31012,78,12,1,0,0,2013-09-08 00:00:00,2013-09-08 00:00:00
21230,Joe Nichols,7659.0,Sunny And 75,21230,39,19,1,0,1,2013-09-15 00:00:00,2013-12-15 00:00:00
8022,Christina Grimmie,8376.0,"Hold On, We're Going Home",8022,74,1,1,0,0,2014-05-18 00:00:00,2014-05-18 00:00:00
36046,T.I.,5921.0,About The Money,36046,58,10,1,0,0,2014-08-24 00:00:00,2014-10-26 00:00:00
38782,Victorious Cast,8153.0,Freak The Freak Out,38782,50,6,1,0,0,2010-12-19 00:00:00,2011-01-16 00:00:00
39903,Zendaya,8313.0,Replay,39903,40,21,1,0,1,2013-09-08 00:00:00,2014-01-12 00:00:00
28826,Olly Murs,8238.0,Heart Skips A Beat,28826,96,2,2,0,0,2012-09-30 00:00:00,2012-09-30 00:00:00
3868,Beyonce,1963.0,Party,3868,50,18,1,0,0,2011-10-23 00:00:00,2011-12-18 00:00:00
8165,Ciara,5197.0,Body Party,8165,22,20,1,0,10,2013-05-12 00:00:00,2013-07-28 00:00:00
32279,Rick Ross,7809.0,Diced Pineapples,32279,71,16,1,0,0,2012-08-19 00:00:00,2012-12-23 00:00:00
11356,Drake,8036.0,Energy,11356,26,5,1,0,2,2015-03-01 00:00:00,2015-03-08 00:00:00
38925,Wale,8057.0,Ambition,38925,81,1,1,0,0,2011-11-20 00:00:00,2011-11-20 00:00:00
19981,Jason DeRulo,8052.0,Talk Dirty,19981,3,19,5,14,16,2014-01-05 00:00:00,2014-02-23 00:00:00
23074,Kenny Chesney,6686.0,Live A Little,23074,61,12,3,0,0,2011-03-27 00:00:00,2011-04-17 00:00:00
273,A Great Big World,8339.0,Say Something,273,4,26,6,14,25,2013-11-24 00:00:00,2013-12-29 00:00:00
34661,Skrillex,8253.0,First Of The Year (Equinox),34661,85,3,1,0,0,2011-11-20 00:00:00,2012-01-08 00:00:00
23233,Kid Cudi,8015.0,Just What I Am,23233,74,2,1,0,0,2012-10-21 00:00:00,2012-10-21 00:00:00
27111,Miley Cyrus,7904.0,Can't Be Tamed,27111,8,10,1,1,7,2010-06-06 00:00:00,2010-06-06 00:00:00
6456,Bruno Mars,8130.0,Young Girls,6456,32,14,1,0,7,2014-01-19 00:00:00,2014-03-09 00:00:00
16170,Glee Cast,8043.0,You Can't Stop The Beat,16170,67,1,1,0,0,2011-10-09 00:00:00,2011-10-09 00:00:00
13946,Florence + The Machine,8121.0,What Kind Of Man,13946,88,2,1,0,0,2015-03-01 00:00:00,2015-03-08 00:00:00
38910,Waka Flocka Flame,8083.0,Get Low,38910,72,1,1,0,0,2012-06-24 00:00:00,2012-06-24 00:00:00
29192,Parmalee,8329.0,Close Your Eyes,29192,89,3,1,0,0,2014-10-12 00:00:00,2014-10-26 00:00:00
12286,Eli Young Band,8030.0,Even If It Breaks Your Heart,12286,29,20,1,0,7,2012-04-01 00:00:00,2012-07-08 00:00:00
38783,Victorious Cast,8153.0,Beggin' On Your Knees,38783,58,4,1,0,0,2011-04-17 00:00:00,2011-04-24 00:00:00
25385,Ludacris,7052.0,Rest Of My Life,25385,72,10,1,0,0,2012-11-25 00:00:00,2012-11-25 00:00:00
32448,Rise Against,8143.0,Help Is On The Way,32448,89,1,1,0,0,2011-02-13 00:00:00,2011-02-13 00:00:00
33652,Sam Smith,8374.0,I'm Not The Only One,33652,25,6,1,0,1,2014-06-22 00:00:00,2014-10-26 00:00:00
23437,Kirk Franklin,7132.0,I Smile,23437,85,14,1,0,0,2011-03-13 00:00:00,2011-06-05 00:00:00
2489,Avril Lavigne,7656.0,Rock N Roll,2489,91,1,1,0,0,2013-09-15 00:00:00,2013-09-15 00:00:00
38280,Usher,6258.0,Lil Freak,38280,40,16,2,0,2,2010-03-21 00:00:00,2010-05-09 00:00:00
12393,Ellie Goulding,8192.0,Lights,12393,5,46,1,3,22,2011-08-21 00:00:00,2012-09-23 00:00:00
36221,Taylor Swift,7850.0,I Knew You Were Trouble,36221,2,36,1,16,26,2012-10-28 00:00:00,2013-01-13 00:00:00
8166,Ciara,5197.0,I'm Out,8166,44,5,1,0,0,2013-07-21 00:00:00,2013-07-28 00:00:00
32398,Rihanna,7472.0,You Da One,32398,14,20,1,0,12,2011-11-27 00:00:00,2011-12-04 00:00:00
33653,Sam Smith,8374.0,Have Yourself A Merry Little Christmas,33653,90,1,1,0,0,2014-12-28 00:00:00,2014-12-28 00:00:00
27706,My Chemical Romance,7187.0,Na Na Na (Na Na Na Na Na Na Na Na Na),27706,77,1,1,0,0,2010-10-17 00:00:00,2010-10-17 00:00:00
19151,J. Cole,8114.0,Crooked Smile,19151,27,19,2,0,8,2013-07-07 00:00:00,2013-10-06 00:00:00
14381,Frank Ocean,8185.0,Thinkin Bout You,14381,32,28,1,0,7,2012-07-29 00:00:00,2012-12-23 00:00:00
27396,MKTO,8368.0,Classic,27396,14,27,1,0,17,2014-03-02 00:00:00,2014-07-20 00:00:00
37931,Travis Porter,8141.0,Make It Rain,37931,92,6,1,0,0,2011-01-23 00:00:00,2011-02-13 00:00:00
39277,Whitney Houston,3490.0,I Wanna Dance With Somebody,39277,25,2,1,0,2,2012-02-26 00:00:00,2012-03-04 00:00:00
16135,Glee Cast,8043.0,Raise Your Glass,16135,36,1,1,0,1,2011-04-03 00:00:00,2011-04-03 00:00:00
13919,Flo Rida,7924.0,Whistle,13919,1,29,2,12,21,2012-05-13 00:00:00,2012-08-26 00:00:00
277,A Thousand Horses,8445.0,Smoke,277,83,3,2,0,0,2015-03-15 00:00:00,2015-03-22 00:00:00
34129,Selena Gomez,8014.0,Bang Bang Bang,34129,94,1,1,0,0,2011-06-26 00:00:00,2011-06-26 00:00:00
7637,Chase Bryant,8432.0,Take It On Back,7637,82,8,1,0,0,2015-01-18 00:00:00,2015-02-15 00:00:00
147,3OH!3,8008.0,My First Kiss,147,9,18,1,1,13,2010-05-23 00:00:00,2010-05-23 00:00:00
16123,Glee Cast,8043.0,Hungry Like A Wolf / Rio,16123,98,1,1,0,0,2012-04-29 00:00:00,2012-04-29 00:00:00
6178,Brett Eldredge,8297.0,Mean To Me,6178,53,19,1,0,0,2014-11-23 00:00:00,2015-03-15 00:00:00
83,2 Chainz,8202.0,I Do It,83,94,1,1,0,0,2013-09-29 00:00:00,2013-09-29 00:00:00
16126,Glee Cast,8043.0,Rumour Has It / Someone Like You,16126,11,3,1,0,1,2011-12-04 00:00:00,2011-12-04 00:00:00
37950,Trey Songz,7745.0,Na Na,37950,21,28,1,0,19,2014-02-09 00:00:00,2014-07-20 00:00:00
9604,David Guetta,7965.0,Night Of Your Life,9604,81,1,1,0,0,2011-09-11 00:00:00,2011-09-11 00:00:00
22280,Josh Turner,6220.0,All Over Me,22280,59,18,1,0,0,2010-07-18 00:00:00,2010-10-24 00:00:00
9598,David Guetta,7965.0,I Can Only Imagine,9598,44,14,1,0,0,2012-03-04 00:00:00,2012-10-07 00:00:00
24509,Lil Wayne,7575.0,How To Love,24509,5,19,1,11,18,2011-06-12 00:00:00,2011-08-14 00:00:00
13355,Fabolous,7553.0,You Be Killin Em,13355,63,17,1,0,0,2011-01-02 00:00:00,2011-04-10 00:00:00
26873,Michael Jackson,6703.0,Love Never Felt So Good,26873,9,20,1,1,8,2014-05-18 00:00:00,2014-06-01 00:00:00
16158,Glee Cast,8043.0,P.Y.T. (Pretty Young Thing),16158,58,1,1,0,0,2011-02-27 00:00:00,2011-02-27 00:00:00
27666,Mumford & Sons,8135.0,Holland Road,27666,84,3,1,0,0,2012-10-14 00:00:00,2012-10-21 00:00:00
19150,J. Cole,8114.0,Power Trip,19150,20,19,2,0,11,2013-03-03 00:00:00,2013-05-19 00:00:00
11322,Drake,8036.0,Started From The Bottom,11322,6,22,3,10,18,2013-02-24 00:00:00,2013-03-10 00:00:00
15575,General Larry Platt,8082.0,Pants On The Ground,15575,46,3,1,0,0,2010-02-28 00:00:00,2010-02-28 00:00:00
1033,Alesso,8412.0,Heroes (We Could Be),1033,31,22,1,0,7,2014-10-19 00:00:00,2015-01-25 00:00:00
11746,Easton Corbin,8064.0,Roll With It,11746,55,19,1,0,0,2010-08-01 00:00:00,2010-10-31 00:00:00
36949,Tim McGraw,4257.0,Southern Girl,36949,42,20,1,0,0,2013-08-11 00:00:00,2013-11-24 00:00:00
12999,Eric Paslay,8336.0,Song About A Girl,12999,85,10,2,0,0,2014-06-22 00:00:00,2014-07-13 00:00:00
39884,Zac Brown Band,8001.0,Homegrown,39884,42,9,1,0,0,2015-02-01 00:00:00,2015-03-22 00:00:00
22954,Keith Urban,7167.0,You Gonna Fly,22954,54,18,2,0,0,2011-12-25 00:00:00,2012-02-12 00:00:00
27518,Montgomery Gentry,7952.0,Where I Come From,27518,71,15,1,0,0,2012-01-22 00:00:00,2012-04-15 00:00:00
5993,Brad Paisley,7261.0,Water,5993,42,19,2,0,0,2010-05-02 00:00:00,2010-07-18 00:00:00
16162,Glee Cast,8043.0,Tik Tok,16162,61,1,1,0,0,2011-03-13 00:00:00,2011-03-13 00:00:00
10673,Disney's Friends For Change,8051.0,Make A Wave,10673,84,1,1,0,0,2010-04-04 00:00:00,2010-04-04 00:00:00
36226,Taylor Swift,7850.0,The Moment I Knew,36226,64,1,1,0,0,2013-01-27 00:00:00,2013-01-27 00:00:00
28042,Ne-Yo,7767.0,Champagne Life,28042,75,8,2,0,0,2010-08-08 00:00:00,2010-08-08 00:00:00
8034,Christina Perri,8140.0,Arms,8034,94,2,1,0,0,2011-04-03 00:00:00,2011-04-03 00:00:00
22746,Katy Perry,7961.0,Walking On Air,22746,34,1,1,0,1,2013-10-20 00:00:00,2013-10-20 00:00:00
291,A$AP Ferg,8260.0,Work,291,100,2,2,0,0,2013-06-09 00:00:00,2013-06-09 00:00:00
16174,Glee Cast,8043.0,Candles,16174,71,1,1,0,0,2011-04-03 00:00:00,2011-04-03 00:00:00
36246,Taylor Swift,7850.0,Back To December,36246,6,20,1,1,16,2010-10-31 00:00:00,2010-10-31 00:00:00
36054,T.I.,5921.0,Got Your Back,36054,38,20,2,0,3,2010-06-20 00:00:00,2010-06-20 00:00:00
37926,Travie McCoy,8091.0,Rough Water,37926,82,5,2,0,0,2013-11-10 00:00:00,2013-11-17 00:00:00
1789,Antoine Dodson,8118.0,Bed Intruder Song,1789,89,3,1,0,0,2010-08-29 00:00:00,2010-08-29 00:00:00
22410,Juicy J,8223.0,Bounce It,22410,74,19,1,0,0,2013-09-15 00:00:00,2013-11-17 00:00:00
12394,Ellie Goulding,8192.0,Anything Could Happen,12394,47,20,1,0,0,2012-10-28 00:00:00,2012-12-30 00:00:00
9603,David Guetta,7965.0,Little Bad Girl,9603,70,1,1,0,0,2011-07-17 00:00:00,2011-07-17 00:00:00
18634,I Prevail,8435.0,Blank Space,18634,90,1,1,0,0,2015-01-25 00:00:00,2015-01-25 00:00:00
6232,Britney Spears,7072.0,Till The World Ends,6232,3,24,1,9,23,2011-03-20 00:00:00,2011-05-15 00:00:00
10743,DJ Snake,8355.0,Turn Down For What,10743,4,37,2,15,30,2014-01-12 00:00:00,2014-06-15 00:00:00
8003,Christina Aguilera,6676.0,Bionic,8003,66,1,1,0,0,2010-06-27 00:00:00,2010-06-27 00:00:00
7986,Chris Young,8053.0,Voices,7986,53,20,1,0,0,2010-11-21 00:00:00,2011-02-13 00:00:00
15188,Future,8216.0,Karate Chop (Remix),15188,82,12,3,0,0,2013-03-10 00:00:00,2013-04-14 00:00:00
23654,Lady Antebellum,7945.0,We Owned The Night,23654,31,19,1,0,4,2011-09-04 00:00:00,2011-12-18 00:00:00
27665,Mumford & Sons,8135.0,Whispers In The Dark,27665,81,4,1,0,0,2012-10-14 00:00:00,2012-10-21 00:00:00
16164,Glee Cast,8043.0,Animal,16164,62,1,1,0,0,2011-03-27 00:00:00,2011-03-27 00:00:00
23650,Lady Antebellum,7945.0,Goodbye Town,23650,80,11,1,0,0,2013-07-14 00:00:00,2013-09-15 00:00:00
33664,Samantha Barks,8276.0,On My Own,33664,97,1,1,0,0,2013-01-20 00:00:00,2013-01-20 00:00:00
30707,Pitbull,4915.0,Don't Stop The Party,30707,17,20,2,0,11,2012-10-14 00:00:00,2013-01-20 00:00:00
13960,Florida Georgia Line,8214.0,Cruise,13960,16,26,2,0,16,2012-09-02 00:00:00,2012-12-02 00:00:00
3938,Big Sean,8108.0,High,3938,98,1,1,0,0,2011-07-17 00:00:00,2011-07-17 00:00:00
32635,RockMafia,8144.0,The Big Bang,32635,98,1,1,0,0,2010-11-21 00:00:00,2010-11-21 00:00:00
2452,Austin Mahone,8301.0,Mmm Yeah,2452,49,15,1,0,0,2014-02-09 00:00:00,2014-05-04 00:00:00
27287,Miranda Lambert,7772.0,All Kinds Of Kinds,27287,89,5,1,0,0,2013-10-27 00:00:00,2013-11-24 00:00:00
6895,Calvin Harris,8219.0,Thinking About You,6895,86,6,1,0,0,2014-02-02 00:00:00,2014-02-23 00:00:00
36575,Tegan And Sara,8335.0,Everything Is AWESOME!!!,36575,57,3,1,0,0,2014-03-02 00:00:00,2014-03-09 00:00:00
16203,Glee Cast,8043.0,Toxic,16203,16,1,1,0,1,2010-10-17 00:00:00,2010-10-17 00:00:00
10006,Demi Lovato,7972.0,Neon Lights,10006,36,20,4,0,9,2014-01-12 00:00:00,2014-03-02 00:00:00
22953,Keith Urban,7167.0,Little Bit Of Everything,22953,33,18,1,0,3,2013-06-02 00:00:00,2013-09-01 00:00:00
36725,Terry McDermott,8266.0,I Want To Know What Love Is,36725,84,1,1,0,0,2012-12-23 00:00:00,2012-12-23 00:00:00
16141,Glee Cast,8043.0,Born This Way,16141,44,1,1,0,0,2011-05-15 00:00:00,2011-05-15 00:00:00
7713,Cher Lloyd,8227.0,Want U Back,7713,12,20,1,0,14,2012-07-01 00:00:00,2012-08-12 00:00:00
24765,Little Big Town,7760.0,Tornado,24765,51,20,1,0,0,2012-11-25 00:00:00,2013-03-10 00:00:00
9304,Danielle Bradbery,8292.0,Born To Fly,9304,75,1,1,0,0,2013-07-07 00:00:00,2013-07-07 00:00:00
6901,Calvin Harris,8219.0,Let's Go,6901,17,20,2,0,13,2012-05-13 00:00:00,2012-08-12 00:00:00
22497,Justin Bieber,8047.0,As Long As You Love Me,22497,6,18,4,10,14,2012-07-01 00:00:00,2012-09-30 00:00:00
7984,Chris Young,8053.0,Neon,7984,92,4,1,0,0,2012-08-12 00:00:00,2012-08-26 00:00:00
12391,Ellie Goulding,8192.0,Beating Heart,12391,88,3,1,0,0,2014-04-06 00:00:00,2014-04-13 00:00:00
38112,Tyga,7969.0,Hookah,38112,85,9,1,0,0,2014-08-31 00:00:00,2014-09-07 00:00:00
13201,Evanescence,7718.0,What You Want,13201,68,1,1,0,0,2011-08-28 00:00:00,2011-08-28 00:00:00
32608,Robin Thicke,7875.0,Sex Therapy,32608,54,19,1,0,0,2010-01-03 00:00:00,2010-03-14 00:00:00
7051,Carly Rae Jepsen,8222.0,Tonight I'm Getting Over You,7051,90,1,1,0,0,2013-05-26 00:00:00,2013-05-26 00:00:00
10396,Diddy,7555.0,Hello Good Morning,10396,27,20,1,0,5,2010-04-18 00:00:00,2010-07-25 00:00:00
27288,Miranda Lambert,7772.0,Over You,27288,35,17,1,0,7,2011-11-20 00:00:00,2012-04-22 00:00:00
39579,Wiz Khalifa,8126.0,Remember You,39579,63,16,1,0,0,2012-12-09 00:00:00,2012-12-30 00:00:00
36057,T.I.,5921.0,Get Back Up,36057,70,1,1,0,0,2010-11-21 00:00:00,2010-11-21 00:00:00
28175,Nelly,6700.0,Liv Tonight,28175,75,1,1,0,0,2010-12-05 00:00:00,2010-12-05 00:00:00
23235,Kid Cudi,8015.0,Erase Me,23235,22,5,1,0,1,2010-09-12 00:00:00,2010-09-12 00:00:00
2494,Avril Lavigne,7656.0,Alice,2494,71,3,2,0,0,2010-03-21 00:00:00,2010-03-21 00:00:00
22900,Ke$ha,8062.0,Blow,22900,7,10,1,2,6,2010-12-05 00:00:00,2011-03-20 00:00:00
35440,Steve Aoki,8408.0,Delirious (Boneless),35440,90,3,1,0,0,2014-09-07 00:00:00,2014-09-21 00:00:00
25595,Macklemore,8233.0,Same Love,25595,11,22,4,0,9,2013-02-17 00:00:00,2013-07-28 00:00:00
37959,Trey Songz,7745.0,Bottoms Up,37959,6,26,1,9,26,2010-08-29 00:00:00,2010-11-07 00:00:00
28855,One Direction,8241.0,Little Things,28855,33,18,1,0,4,2012-12-02 00:00:00,2013-01-13 00:00:00
12898,Enrique Iglesias,6820.0,I Like How It Feels,12898,74,3,1,0,0,2011-10-23 00:00:00,2011-12-11 00:00:00
35179,Spose,8092.0,I'm Awesome,35179,37,9,1,0,1,2010-04-04 00:00:00,2010-04-25 00:00:00
26191,Martina McBride,4217.0,I'm Gonna Love You Through It,26191,61,20,1,0,0,2011-09-11 00:00:00,2011-11-27 00:00:00
23966,Lee DeWyze,8116.0,The Boxer,23966,88,1,1,0,0,2010-06-13 00:00:00,2010-06-13 00:00:00
7155,Carrie Underwood,7738.0,Mama's Song,7155,56,18,1,0,0,2010-10-17 00:00:00,2010-12-26 00:00:00
22506,Justin Bieber,8047.0,Pray,22506,61,4,1,0,0,2011-02-27 00:00:00,2011-03-06 00:00:00
9188,Daft Punk,2355.0,Get Lucky,9188,2,29,5,15,28,2013-05-05 00:00:00,2013-06-30 00:00:00
2487,Avril Lavigne,7656.0,Here's To Never Growing Up,2487,20,15,1,0,8,2013-04-28 00:00:00,2013-06-30 00:00:00
7153,Carrie Underwood,7738.0,Undo It,7153,23,19,1,0,11,2010-05-23 00:00:00,2010-06-27 00:00:00
34058,Sean Kingston,7900.0,Beat It,34058,52,18,1,0,0,2013-05-05 00:00:00,2013-07-21 00:00:00
9305,Danielle Bradbery,8292.0,Who I Am,9305,78,1,1,0,0,2013-06-30 00:00:00,2013-06-30 00:00:00
5648,Bobby Shmurda,8403.0,Bobby Bitch,5648,92,3,1,0,0,2014-11-02 00:00:00,2014-11-30 00:00:00
16112,Glee Cast,8043.0,Here's To Us,16112,73,1,1,0,0,2012-03-11 00:00:00,2012-03-11 00:00:00
3933,Big Sean,8108.0,Beware,3933,38,20,2,0,2,2013-07-14 00:00:00,2013-09-15 00:00:00
7223,Casey Weston,8181.0,Black Horse And The Cherry Tree,7223,90,1,1,0,0,2011-07-03 00:00:00,2011-07-03 00:00:00
13922,Flo Rida,7924.0,I Cry,13922,6,21,2,9,17,2012-10-14 00:00:00,2012-12-23 00:00:00
11363,Drake,8036.0,6 God,11363,83,1,1,0,0,2015-03-08 00:00:00,2015-03-08 00:00:00
15184,Future,8216.0,Move That Doh,15184,46,18,1,0,0,2014-03-30 00:00:00,2014-05-11 00:00:00
23962,Lee Brice,8103.0,Drinking Class,23962,60,19,2,0,0,2014-11-02 00:00:00,2015-01-11 00:00:00
38268,Usher,6258.0,She Came To Give It To You,38268,89,2,1,0,0,2014-09-14 00:00:00,2014-09-14 00:00:00
22675,Karmin,8224.0,Hello,22675,62,8,2,0,0,2012-09-16 00:00:00,2012-10-07 00:00:00
11364,Drake,8036.0,Now & Forever,11364,95,1,1,0,0,2015-03-08 00:00:00,2015-03-08 00:00:00
1846,Arctic Monkeys,8347.0,Do I Wanna Know?,1846,70,20,3,0,0,2013-12-22 00:00:00,2014-03-09 00:00:00
39481,Willow,8154.0,21st Century Girl,39481,99,1,1,0,0,2011-03-20 00:00:00,2011-03-20 00:00:00
38278,Usher,6258.0,Hey Daddy (Daddy's Home),38278,24,21,1,0,12,2010-01-03 00:00:00,2010-05-16 00:00:00
39276,Whitney Houston,3490.0,I Will Always Love You,39276,3,3,1,2,3,2012-02-26 00:00:00,2012-03-04 00:00:00
28439,Nico & Vinz,8380.0,Am I Wrong,28439,4,26,6,14,24,2014-05-04 00:00:00,2014-07-06 00:00:00
16212,Glee Cast,8043.0,Like A Prayer,16212,27,2,1,0,1,2010-05-09 00:00:00,2010-05-09 00:00:00
34022,Scotty McCreery,8174.0,See You Tonight,34022,75,8,1,0,0,2013-04-28 00:00:00,2014-02-02 00:00:00
27080,Mike Will Made It,8320.0,23,27080,11,23,1,0,18,2013-09-29 00:00:00,2013-10-13 00:00:00
28756,OK Go,8418.0,I Won't Let You Down,28756,71,1,1,0,0,2014-11-16 00:00:00,2014-11-16 00:00:00
8485,Coldplay,7068.0,Christmas Lights,8485,25,3,1,0,2,2010-12-19 00:00:00,2010-12-19 00:00:00
9607,David Guetta,7965.0,Memories,9607,46,18,1,0,0,2010-10-24 00:00:00,2010-12-26 00:00:00
28865,One Direction,8241.0,Night Changes,28865,31,17,1,0,4,2014-12-07 00:00:00,2014-12-14 00:00:00
571,Adele,8003.0,Turning Tables,571,63,3,1,0,0,2011-05-08 00:00:00,2011-05-08 00:00:00
9494,Dave Matthews Band,7022.0,Mercy,9494,95,1,1,0,0,2012-08-05 00:00:00,2012-08-05 00:00:00
18812,Ingrid Michaelson,7920.0,Girls Chase Boys,18812,56,19,1,0,0,2014-04-27 00:00:00,2014-08-24 00:00:00
16149,Glee Cast,8043.0,Survivor / I Will Survive,16149,51,1,1,0,0,2011-12-25 00:00:00,2011-12-25 00:00:00
38683,Vicci Martinez,8180.0,Dog Days Are Over,38683,68,1,1,0,0,2011-07-10 00:00:00,2011-07-10 00:00:00
24485,Lil Jon,7562.0,Hey,24485,62,2,1,0,0,2010-06-27 00:00:00,2010-07-04 00:00:00
24962,LMFAO,8027.0,Sexy And I Know It,24962,1,28,2,21,26,2011-09-18 00:00:00,2012-01-08 00:00:00
22637,Kanye West,6675.0,Runaway,22637,12,13,1,0,2,2010-10-24 00:00:00,2010-10-24 00:00:00
31482,Rascal Flatts,7516.0,Changed,31482,73,8,1,0,0,2012-04-01 00:00:00,2012-04-01 00:00:00
28393,Nickelback,7573.0,When We Stand Together,28393,44,16,1,0,0,2011-10-16 00:00:00,2011-12-04 00:00:00
9325,Danny Gokey,8086.0,My Best Days Are Ahead Of Me,9325,82,1,1,0,0,2010-03-21 00:00:00,2010-03-21 00:00:00
21149,Joe Budden,7723.0,She Don't Put It Down,21149,96,1,1,0,0,2013-03-03 00:00:00,2013-03-03 00:00:00
11334,Drake,8036.0,Take Care,11334,7,34,1,4,26,2011-12-04 00:00:00,2012-03-25 00:00:00
34952,Sophia Grace,8434.0,Best Friends,34952,87,1,1,0,0,2015-01-25 00:00:00,2015-01-25 00:00:00
22632,Kanye West,6675.0,Mercy,22632,13,19,1,0,19,2012-04-22 00:00:00,2012-08-05 00:00:00
1263,American Authors,8324.0,Best Day Of My Life,1263,11,30,2,0,24,2013-12-01 00:00:00,2014-04-20 00:00:00
13703,Fifth Harmony,8307.0,Sledgehammer,13703,40,15,1,0,1,2014-12-14 00:00:00,2015-01-11 00:00:00
12890,Enrique Iglesias,6820.0,Heart Attack,12890,88,2,1,0,0,2013-12-15 00:00:00,2014-01-12 00:00:00
26876,Michael Jackson,6703.0,Thriller,26876,35,2,1,0,1,2013-11-17 00:00:00,2014-11-16 00:00:00
23956,Lee Brice,8103.0,I Don't Dance,23956,33,19,2,0,5,2014-05-04 00:00:00,2014-08-10 00:00:00
25427,Luke Bryan,7913.0,Country Girl (Shake It For Me),25427,22,20,1,0,14,2011-05-08 00:00:00,2011-05-08 00:00:00
38928,Wale,8057.0,The Body,38928,87,6,1,0,0,2015-02-01 00:00:00,2015-02-22 00:00:00
38920,Wale,8057.0,Bad,38920,21,26,1,0,21,2013-02-24 00:00:00,2013-06-23 00:00:00
19969,Jason Aldean,7746.0,Tattoos On This Town,19969,38,19,1,0,4,2011-10-09 00:00:00,2011-12-18 00:00:00
23656,Lady Antebellum,7945.0,Dancin' Away With My Heart,23656,46,19,1,0,0,2011-09-18 00:00:00,2012-05-06 00:00:00
18251,Hilary Duff,2666.0,Chasing The Sun,18251,79,1,1,0,0,2014-08-17 00:00:00,2014-08-17 00:00:00
13458,Fantasia,7195.0,Bittersweet,13458,74,12,1,0,0,2010-07-25 00:00:00,2010-09-12 00:00:00
24513,Lil Wayne,7575.0,Blunt Blowin,24513,33,6,1,0,1,2011-09-18 00:00:00,2011-09-18 00:00:00
16099,Glee Cast,8043.0,Somebody That I Used To Know,16099,26,2,1,0,1,2012-04-29 00:00:00,2012-04-29 00:00:00
28343,Nicholas David,8267.0,Somewhere Over The Rainbow,28343,96,1,1,0,0,2012-12-23 00:00:00,2012-12-23 00:00:00
36244,Taylor Swift,7850.0,Today Was A Fairytale,36244,2,18,1,1,11,2010-02-07 00:00:00,2010-02-07 00:00:00
6950,Capital Cities,8291.0,Safe And Sound,6950,8,30,1,6,22,2013-05-19 00:00:00,2013-09-08 00:00:00
39426,will.i.am,7915.0,Scream & Shout,39426,3,24,2,11,23,2012-12-16 00:00:00,2013-02-17 00:00:00
22485,Justin Bieber,8047.0,Hold Tight,22485,29,1,1,0,1,2013-11-10 00:00:00,2013-11-10 00:00:00
16263,Glee Cast,8043.0,Another One Bites The Dust,16263,79,1,1,0,0,2010-06-20 00:00:00,2010-06-20 00:00:00
1942,Ariana Grande,8287.0,Love Me Harder,1942,79,1,1,0,0,2014-10-26 00:00:00,2014-10-26 00:00:00
